i,j,x,y,initial,numerical,exact,error,absError
9,15,4.7499999999999998e-01,7.7500000000000002e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
10,15,5.2500000000000002e-01,7.7500000000000002e-01,9.5105651629515364e-01,1.3845718898799999e+00,9.5105651629515353e-01,4.3351537358484638e-01,4.3351537358484638e-01
11,15,5.7499999999999996e-01,7.7500000000000002e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
12,15,6.2500000000000000e-01,7.7500000000000002e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
13,15,6.7500000000000004e-01,7.7500000000000002e-01,3.0901699437494606e-01,5.5011293022200003e-01,3.0901699437494601e-01,2.4109593584705402e-01,2.4109593584705402e-01
14,15,7.2499999999999998e-01,7.7500000000000002e-01,3.6739403974420594e-16,1.1783713289099999e-01,-1.2246467991473532e-16,1.1783713289100012e-01,1.1783713289100012e-01
15,15,7.7500000000000002e-01,7.7500000000000002e-01,-3.0901699437494706e-01,-3.2597338402699999e-01,-3.0901699437494795e-01,-1.6956389652052040e-02,1.6956389652052040e-02
16,15,8.2499999999999996e-01,7.7500000000000002e-01,-5.8778525229247280e-01,-7.3787535492599998e-01,-5.8778525229247358e-01,-1.5009010263352640e-01,1.5009010263352640e-01
17,15,8.7500000000000000e-01,7.7500000000000002e-01,-8.0901699437494723e-01,-1.0775489450000000e+00,-8.0901699437494723e-01,-2.6853195062505275e-01,2.6853195062505275e-01
18,15,9.2500000000000004e-01,7.7500000000000002e-01,-9.5105651629515398e-01,-1.3117445366200000e+00,-9.5105651629515398e-01,-3.6068802032484604e-01,3.6068802032484604e-01
19,15,9.7499999999999998e-01,7.7500000000000002e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
0,16,2.5000000000000001e-02,8.2499999999999996e-01,-8.0901699437494756e-01,-1.2160748027799999e+00,-8.0901699437494679e-01,-4.0705780840505312e-01,4.0705780840505312e-01
1,16,7.4999999999999997e-02,8.2499999999999996e-01,-5.8778525229247403e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
2,16,1.2500000000000000e-01,8.2499999999999996e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494717e-01,-2.4109593584705286e-01,2.4109593584705286e-01
3,16,1.7499999999999999e-01,8.2499999999999996e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
4,16,2.2500000000000001e-01,8.2499999999999996e-01,3.0901699437494717e-01,3.2597338402699999e-01,3.0901699437494762e-01,1.6956389652052373e-02,1.6956389652052373e-02
5,16,2.7500000000000002e-01,8.2499999999999996e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
6,16,3.2500000000000001e-01,8.2499999999999996e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
7,16,3.7500000000000000e-01,8.2499999999999996e-01,9.5105651629515353e-01,1.3117445366200000e+00,9.5105651629515364e-01,3.6068802032484637e-01,3.6068802032484637e-01
8,16,4.2499999999999999e-01,8.2499999999999996e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
9,16,4.7499999999999998e-01,8.2499999999999996e-01,9.5105651629515420e-01,1.3845718898799999e+00,9.5105651629515375e-01,4.3351537358484615e-01,4.3351537358484615e-01
10,16,5.2500000000000002e-01,8.2499999999999996e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
11,16,5.7499999999999996e-01,8.2499999999999996e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
12,16,6.2500000000000000e-01,8.2499999999999996e-01,3.0901699437494778e-01,5.5011293022200003e-01,3.0901699437494773e-01,2.4109593584705230e-01,2.4109593584705230e-01
13,16,6.7500000000000004e-01,8.2499999999999996e-01,3.6739403974420594e-16,1.1783713289099999e-01,-1.2246467991473532e-16,1.1783713289100012e-01,1.1783713289100012e-01
14,16,7.2499999999999998e-01,8.2499999999999996e-01,-3.0901699437494540e-01,-3.2597338402699999e-01,-3.0901699437494629e-01,-1.6956389652053705e-02,1.6956389652053705e-02
15,16,7.7500000000000002e-01,8.2499999999999996e-01,-5.8778525229247280e-01,-7.3787535492599998e-01,-5.8778525229247358e-01,-1.5009010263352640e-01,1.5009010263352640e-01
16,16,8.2499999999999996e-01,8.2499999999999996e-01,-8.0901699437494723e-01,-1.0775489450000000e+00,-8.0901699437494723e-01,-2.6853195062505275e-01,2.6853195062505275e-01
17,16,8.7500000000000000e-01,8.2499999999999996e-01,-9.5105651629515342e-01,-1.3117445366200000e+00,-9.5105651629515353e-01,-3.6068802032484648e-01,3.6068802032484648e-01
18,16,9.2500000000000004e-01,8.2499999999999996e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
19,16,9.7499999999999998e-01,8.2499999999999996e-01,-9.5105651629515431e-01,-1.3845718898799999e+00,-9.5105651629515386e-01,-4.3351537358484604e-01,4.3351537358484604e-01
0,17,2.5000000000000001e-02,8.7500000000000000e-01,-5.8778525229247336e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
1,17,7.4999999999999997e-02,8.7500000000000000e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494717e-01,-2.4109593584705286e-01,2.4109593584705286e-01
2,17,1.2500000000000000e-01,8.7500000000000000e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
3,17,1.7499999999999999e-01,8.7500000000000000e-01,3.0901699437494717e-01,3.2597338402699999e-01,3.0901699437494762e-01,1.6956389652052373e-02,1.6956389652052373e-02
4,17,2.2500000000000001e-01,8.7500000000000000e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
5,17,2.7500000000000002e-01,8.7500000000000000e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
6,17,3.2500000000000001e-01,8.7500000000000000e-01,9.5105651629515353e-01,1.3117445366200000e+00,9.5105651629515364e-01,3.6068802032484637e-01,3.6068802032484637e-01
7,17,3.7500000000000000e-01,8.7500000000000000e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
8,17,4.2499999999999999e-01,8.7500000000000000e-01,9.5105651629515364e-01,1.3845718898799999e+00,9.5105651629515353e-01,4.3351537358484638e-01,4.3351537358484638e-01
9,17,4.7499999999999998e-01,8.7500000000000000e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
10,17,5.2500000000000002e-01,8.7500000000000000e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
11,17,5.7499999999999996e-01,8.7500000000000000e-01,3.0901699437494778e-01,5.5011293022200003e-01,3.0901699437494773e-01,2.4109593584705230e-01,2.4109593584705230e-01
12,17,6.2500000000000000e-01,8.7500000000000000e-01,3.6739403974420594e-16,1.1783713289099999e-01,-1.2246467991473532e-16,1.1783713289100012e-01,1.1783713289100012e-01
13,17,6.7500000000000004e-01,8.7500000000000000e-01,-3.0901699437494706e-01,-3.2597338402699999e-01,-3.0901699437494795e-01,-1.6956389652052040e-02,1.6956389652052040e-02
14,17,7.2499999999999998e-01,8.7500000000000000e-01,-5.8778525229247280e-01,-7.3787535492599998e-01,-5.8778525229247358e-01,-1.5009010263352640e-01,1.5009010263352640e-01
15,17,7.7500000000000002e-01,8.7500000000000000e-01,-8.0901699437494723e-01,-1.0775489450000000e+00,-8.0901699437494723e-01,-2.6853195062505275e-01,2.6853195062505275e-01
16,17,8.2499999999999996e-01,8.7500000000000000e-01,-9.5105651629515342e-01,-1.3117445366200000e+00,-9.5105651629515353e-01,-3.6068802032484648e-01,3.6068802032484648e-01
17,17,8.7500000000000000e-01,8.7500000000000000e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
18,17,9.2500000000000004e-01,8.7500000000000000e-01,-9.5105651629515375e-01,-1.3845718898799999e+00,-9.5105651629515353e-01,-4.3351537358484638e-01,4.3351537358484638e-01
19,17,9.7499999999999998e-01,8.7500000000000000e-01,-8.0901699437494767e-01,-1.2160748027799999e+00,-8.0901699437494712e-01,-4.0705780840505279e-01,4.0705780840505279e-01
0,18,2.5000000000000001e-02,9.2500000000000004e-01,-3.0901699437494762e-01,-5.5011293022200003e-01,-3.0901699437494634e-01,-2.4109593584705369e-01,2.4109593584705369e-01
1,18,7.4999999999999997e-02,9.2500000000000004e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
2,18,1.2500000000000000e-01,9.2500000000000004e-01,3.0901699437494717e-01,3.2597338402699999e-01,3.0901699437494762e-01,1.6956389652052373e-02,1.6956389652052373e-02
3,18,1.7499999999999999e-01,9.2500000000000004e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
4,18,2.2500000000000001e-01,9.2500000000000004e-01,8.0901699437494778e-01,1.0775489450000000e+00,8.0901699437494812e-01,2.6853195062505186e-01,2.6853195062505186e-01
5,18,2.7500000000000002e-01,9.2500000000000004e-01,9.5105651629515375e-01,1.3117445366200000e+00,9.5105651629515386e-01,3.6068802032484615e-01,3.6068802032484615e-01
6,18,3.2500000000000001e-01,9.2500000000000004e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
7,18,3.7500000000000000e-01,9.2500000000000004e-01,9.5105651629515364e-01,1.3845718898799999e+00,9.5105651629515353e-01,4.3351537358484638e-01,4.3351537358484638e-01
8,18,4.2499999999999999e-01,9.2500000000000004e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
9,18,4.7499999999999998e-01,9.2500000000000004e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
10,18,5.2500000000000002e-01,9.2500000000000004e-01,3.0901699437494606e-01,5.5011293022200003e-01,3.0901699437494601e-01,2.4109593584705402e-01,2.4109593584705402e-01
11,18,5.7499999999999996e-01,9.2500000000000004e-01,3.6739403974420594e-16,1.1783713289099999e-01,-1.2246467991473532e-16,1.1783713289100012e-01,1.1783713289100012e-01
12,18,6.2500000000000000e-01,9.2500000000000004e-01,-3.0901699437494706e-01,-3.2597338402699999e-01,-3.0901699437494795e-01,-1.6956389652052040e-02,1.6956389652052040e-02
13,18,6.7500000000000004e-01,9.2500000000000004e-01,-5.8778525229247280e-01,-7.3787535492599998e-01,-5.8778525229247358e-01,-1.5009010263352640e-01,1.5009010263352640e-01
14,18,7.2499999999999998e-01,9.2500000000000004e-01,-8.0901699437494723e-01,-1.0775489450000000e+00,-8.0901699437494723e-01,-2.6853195062505275e-01,2.6853195062505275e-01
15,18,7.7500000000000002e-01,9.2500000000000004e-01,-9.5105651629515398e-01,-1.3117445366200000e+00,-9.5105651629515398e-01,-3.6068802032484604e-01,3.6068802032484604e-01
16,18,8.2499999999999996e-01,9.2500000000000004e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
17,18,8.7500000000000000e-01,9.2500000000000004e-01,-9.5105651629515375e-01,-1.3845718898799999e+00,-9.5105651629515353e-01,-4.3351537358484638e-01,4.3351537358484638e-01
18,18,9.2500000000000004e-01,9.2500000000000004e-01,-8.0901699437494767e-01,-1.2160748027799999e+00,-8.0901699437494712e-01,-4.0705780840505279e-01,4.0705780840505279e-01
19,18,9.7499999999999998e-01,9.2500000000000004e-01,-5.8778525229247347e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
0,19,2.5000000000000001e-02,9.7499999999999998e-01,-2.4492935982947064e-16,-1.1783713289099999e-01,2.4492935982947064e-16,-1.1783713289100024e-01,1.1783713289100024e-01
1,19,7.4999999999999997e-02,9.7499999999999998e-01,3.0901699437494717e-01,3.2597338402699999e-01,3.0901699437494762e-01,1.6956389652052373e-02,1.6956389652052373e-02
2,19,1.2500000000000000e-01,9.7499999999999998e-01,5.8778525229247358e-01,7.3787535492599998e-01,5.8778525229247403e-01,1.5009010263352596e-01,1.5009010263352596e-01
3,19,1.7499999999999999e-01,9.7499999999999998e-01,8.0901699437494679e-01,1.0775489450000000e+00,8.0901699437494701e-01,2.6853195062505297e-01,2.6853195062505297e-01
4,19,2.2500000000000001e-01,9.7499999999999998e-01,9.5105651629515353e-01,1.3117445366200000e+00,9.5105651629515364e-01,3.6068802032484637e-01,3.6068802032484637e-01
5,19,2.7500000000000002e-01,9.7499999999999998e-01,1.0000000000000000e+00,1.4175374335299999e+00,1.0000000000000000e+00,4.1753743352999995e-01,4.1753743352999995e-01
6,19,3.2500000000000001e-01,9.7499999999999998e-01,9.5105651629515364e-01,1.3845718898799999e+00,9.5105651629515353e-01,4.3351537358484638e-01,4.3351537358484638e-01
7,19,3.7500000000000000e-01,9.7499999999999998e-01,8.0901699437494767e-01,1.2160748027799999e+00,8.0901699437494679e-01,4.0705780840505312e-01,4.0705780840505312e-01
8,19,4.2499999999999999e-01,9.7499999999999998e-01,5.8778525229247336e-01,9.2853984107999998e-01,5.8778525229247336e-01,3.4075458878752662e-01,3.4075458878752662e-01
9,19,4.7499999999999998e-01,9.7499999999999998e-01,3.0901699437494778e-01,5.5011293022200003e-01,3.0901699437494773e-01,2.4109593584705230e-01,2.4109593584705230e-01
10,19,5.2500000000000002e-01,9.7499999999999998e-01,3.6739403974420594e-16,1.1783713289099999e-01,-1.2246467991473532e-16,1.1783713289100012e-01,1.1783713289100012e-01
11,19,5.7499999999999996e-01,9.7499999999999998e-01,-3.0901699437494540e-01,-3.2597338402699999e-01,-3.0901699437494629e-01,-1.6956389652053705e-02,1.6956389652053705e-02
12,19,6.2500000000000000e-01,9.7499999999999998e-01,-5.8778525229247280e-01,-7.3787535492599998e-01,-5.8778525229247358e-01,-1.5009010263352640e-01,1.5009010263352640e-01
13,19,6.7500000000000004e-01,9.7499999999999998e-01,-8.0901699437494723e-01,-1.0775489450000000e+00,-8.0901699437494723e-01,-2.6853195062505275e-01,2.6853195062505275e-01
14,19,7.2499999999999998e-01,9.7499999999999998e-01,-9.5105651629515342e-01,-1.3117445366200000e+00,-9.5105651629515353e-01,-3.6068802032484648e-01,3.6068802032484648e-01
15,19,7.7500000000000002e-01,9.7499999999999998e-01,-1.0000000000000000e+00,-1.4175374335299999e+00,-1.0000000000000000e+00,-4.1753743352999995e-01,4.1753743352999995e-01
16,19,8.2499999999999996e-01,9.7499999999999998e-01,-9.5105651629515431e-01,-1.3845718898799999e+00,-9.5105651629515386e-01,-4.3351537358484604e-01,4.3351537358484604e-01
17,19,8.7500000000000000e-01,9.7499999999999998e-01,-8.0901699437494767e-01,-1.2160748027799999e+00,-8.0901699437494712e-01,-4.0705780840505279e-01,4.0705780840505279e-01
18,19,9.2500000000000004e-01,9.7499999999999998e-01,-5.8778525229247347e-01,-9.2853984107999998e-01,-5.8778525229247358e-01,-3.4075458878752640e-01,3.4075458878752640e-01
19,19,9.7499999999999998e-01,9.7499999999999998e-01,-3.0901699437494790e-01,-5.5011293022200003e-01,-3.0901699437494767e-01,-2.4109593584705236e-01,2.4109593584705236e-01
