i,j,x,y,numerical,exact,error,absError
4,19,1.1250000000000000e-01,4.8749999999999999e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
5,19,1.3750000000000001e-01,4.8749999999999999e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
6,19,1.6250000000000001e-01,4.8749999999999999e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
7,19,1.8750000000000000e-01,4.8749999999999999e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
8,19,2.1249999999999999e-01,4.8749999999999999e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
9,19,2.3749999999999999e-01,4.8749999999999999e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
10,19,2.6250000000000001e-01,4.8749999999999999e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
11,19,2.8749999999999998e-01,4.8749999999999999e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
12,19,3.1250000000000000e-01,4.8749999999999999e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
13,19,3.3750000000000002e-01,4.8749999999999999e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
14,19,3.6249999999999999e-01,4.8749999999999999e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
15,19,3.8750000000000001e-01,4.8749999999999999e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
16,19,4.1249999999999998e-01,4.8749999999999999e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
17,19,4.3750000000000000e-01,4.8749999999999999e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
18,19,4.6250000000000002e-01,4.8749999999999999e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
19,19,4.8749999999999999e-01,4.8749999999999999e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
20,19,5.1249999999999996e-01,4.8749999999999999e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
21,19,5.3749999999999998e-01,4.8749999999999999e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
22,19,5.6250000000000000e-01,4.8749999999999999e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
23,19,5.8750000000000002e-01,4.8749999999999999e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
24,19,6.1250000000000004e-01,4.8749999999999999e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
25,19,6.3749999999999996e-01,4.8749999999999999e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
26,19,6.6249999999999998e-01,4.8749999999999999e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
27,19,6.8750000000000000e-01,4.8749999999999999e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
28,19,7.1250000000000002e-01,4.8749999999999999e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
29,19,7.3750000000000004e-01,4.8749999999999999e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
30,19,7.6249999999999996e-01,4.8749999999999999e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
31,19,7.8749999999999998e-01,4.8749999999999999e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
32,19,8.1250000000000000e-01,4.8749999999999999e-01,4.2822959228700003e-01,9.5105651629515353e-01,-5.2282692400815356e-01,5.2282692400815356e-01
33,19,8.3750000000000002e-01,4.8749999999999999e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
34,19,8.6250000000000004e-01,4.8749999999999999e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
35,19,8.8749999999999996e-01,4.8749999999999999e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
36,19,9.1249999999999998e-01,4.8749999999999999e-01,2.5769219478499999e-01,5.8778525229247336e-01,-3.3009305750747336e-01,3.3009305750747336e-01
37,19,9.3750000000000000e-01,4.8749999999999999e-01,1.9603423317999999e-01,4.5399049973954625e-01,-2.5795626655954629e-01,2.5795626655954629e-01
38,19,9.6250000000000002e-01,4.8749999999999999e-01,1.2954925815300000e-01,3.0901699437494773e-01,-1.7946773622194773e-01,1.7946773622194773e-01
39,19,9.8750000000000004e-01,4.8749999999999999e-01,5.9874350441599999e-02,1.5643446504023031e-01,-9.6560114598630314e-02,9.6560114598630314e-02
0,20,1.2500000000000001e-02,5.1249999999999996e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
1,20,3.7499999999999999e-02,5.1249999999999996e-01,-1.5099532103499999e-01,-3.0901699437494606e-01,1.5802167333994607e-01,1.5802167333994607e-01
2,20,6.2500000000000000e-02,5.1249999999999996e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
3,20,8.7499999999999994e-02,5.1249999999999996e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
4,20,1.1250000000000000e-01,5.1249999999999996e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
5,20,1.3750000000000001e-01,5.1249999999999996e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
6,20,1.6250000000000001e-01,5.1249999999999996e-01,-4.0957386404200002e-01,-8.9100652418836757e-01,4.8143266014636754e-01,4.8143266014636754e-01
7,20,1.8750000000000000e-01,5.1249999999999996e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
8,20,2.1249999999999999e-01,5.1249999999999996e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
9,20,2.3749999999999999e-01,5.1249999999999996e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
10,20,2.6250000000000001e-01,5.1249999999999996e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
11,20,2.8749999999999998e-01,5.1249999999999996e-01,-4.2822959228700003e-01,-9.5105651629515375e-01,5.2282692400815378e-01,5.2282692400815378e-01
12,20,3.1250000000000000e-01,5.1249999999999996e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
13,20,3.3750000000000002e-01,5.1249999999999996e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
14,20,3.6249999999999999e-01,5.1249999999999996e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
15,20,3.8750000000000001e-01,5.1249999999999996e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
16,20,4.1249999999999998e-01,5.1249999999999996e-01,-1.9603423317999999e-01,-4.5399049973954736e-01,2.5795626655954740e-01,2.5795626655954740e-01
17,20,4.3750000000000000e-01,5.1249999999999996e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
18,20,4.6250000000000002e-01,5.1249999999999996e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
19,20,4.8749999999999999e-01,5.1249999999999996e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
20,20,5.1249999999999996e-01,5.1249999999999996e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
21,20,5.3749999999999998e-01,5.1249999999999996e-01,1.5099532103499999e-01,3.0901699437494679e-01,-1.5802167333994679e-01,1.5802167333994679e-01
22,20,5.6250000000000000e-01,5.1249999999999996e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
23,20,5.8750000000000002e-01,5.1249999999999996e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
24,20,6.1250000000000004e-01,5.1249999999999996e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
25,20,6.3749999999999996e-01,5.1249999999999996e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
26,20,6.6249999999999998e-01,5.1249999999999996e-01,4.0957386404200002e-01,8.9100652418836757e-01,-4.8143266014636754e-01,4.8143266014636754e-01
27,20,6.8750000000000000e-01,5.1249999999999996e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
28,20,7.1250000000000002e-01,5.1249999999999996e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
29,20,7.3750000000000004e-01,5.1249999999999996e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
30,20,7.6249999999999996e-01,5.1249999999999996e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
31,20,7.8749999999999998e-01,5.1249999999999996e-01,4.2822959228700003e-01,9.5105651629515375e-01,-5.2282692400815378e-01,5.2282692400815378e-01
32,20,8.1250000000000000e-01,5.1249999999999996e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
33,20,8.3750000000000002e-01,5.1249999999999996e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
34,20,8.6250000000000004e-01,5.1249999999999996e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
35,20,8.8749999999999996e-01,5.1249999999999996e-01,2.5769219478499999e-01,5.8778525229247336e-01,-3.3009305750747336e-01,3.3009305750747336e-01
36,20,9.1249999999999998e-01,5.1249999999999996e-01,1.9603423317999999e-01,4.5399049973954786e-01,-2.5795626655954784e-01,2.5795626655954784e-01
37,20,9.3750000000000000e-01,5.1249999999999996e-01,1.2954925815300000e-01,3.0901699437494773e-01,-1.7946773622194773e-01,1.7946773622194773e-01
38,20,9.6250000000000002e-01,5.1249999999999996e-01,5.9874350441599999e-02,1.5643446504023031e-01,-9.6560114598630314e-02,9.6560114598630314e-02
39,20,9.8750000000000004e-01,5.1249999999999996e-01,-1.1274862489400000e-02,-1.2246467991473532e-16,-1.1274862489399877e-02,1.1274862489399877e-02
0,21,1.2500000000000001e-02,5.3749999999999998e-01,-1.5099532103499999e-01,-3.0901699437494606e-01,1.5802167333994607e-01,1.5802167333994607e-01
1,21,3.7499999999999999e-02,5.3749999999999998e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
2,21,6.2500000000000000e-02,5.3749999999999998e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
3,21,8.7499999999999994e-02,5.3749999999999998e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
4,21,1.1250000000000000e-01,5.3749999999999998e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
5,21,1.3750000000000001e-01,5.3749999999999998e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
6,21,1.6250000000000001e-01,5.3749999999999998e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
7,21,1.8750000000000000e-01,5.3749999999999998e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
8,21,2.1249999999999999e-01,5.3749999999999998e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
9,21,2.3749999999999999e-01,5.3749999999999998e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
10,21,2.6250000000000001e-01,5.3749999999999998e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
11,21,2.8749999999999998e-01,5.3749999999999998e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
12,21,3.1250000000000000e-01,5.3749999999999998e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
13,21,3.3750000000000002e-01,5.3749999999999998e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
14,21,3.6249999999999999e-01,5.3749999999999998e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
15,21,3.8750000000000001e-01,5.3749999999999998e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
16,21,4.1249999999999998e-01,5.3749999999999998e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
17,21,4.3750000000000000e-01,5.3749999999999998e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
18,21,4.6250000000000002e-01,5.3749999999999998e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
19,21,4.8749999999999999e-01,5.3749999999999998e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
20,21,5.1249999999999996e-01,5.3749999999999998e-01,1.5099532103499999e-01,3.0901699437494679e-01,-1.5802167333994679e-01,1.5802167333994679e-01
21,21,5.3749999999999998e-01,5.3749999999999998e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
22,21,5.6250000000000000e-01,5.3749999999999998e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
23,21,5.8750000000000002e-01,5.3749999999999998e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
24,21,6.1250000000000004e-01,5.3749999999999998e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
25,21,6.3749999999999996e-01,5.3749999999999998e-01,4.0957386404200002e-01,8.9100652418836757e-01,-4.8143266014636754e-01,4.8143266014636754e-01
26,21,6.6249999999999998e-01,5.3749999999999998e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
27,21,6.8750000000000000e-01,5.3749999999999998e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
28,21,7.1250000000000002e-01,5.3749999999999998e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
29,21,7.3750000000000004e-01,5.3749999999999998e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
30,21,7.6249999999999996e-01,5.3749999999999998e-01,4.2822959228700003e-01,9.5105651629515375e-01,-5.2282692400815378e-01,5.2282692400815378e-01
31,21,7.8749999999999998e-01,5.3749999999999998e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
32,21,8.1250000000000000e-01,5.3749999999999998e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
33,21,8.3750000000000002e-01,5.3749999999999998e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
34,21,8.6250000000000004e-01,5.3749999999999998e-01,2.5769219478499999e-01,5.8778525229247336e-01,-3.3009305750747336e-01,3.3009305750747336e-01
35,21,8.8749999999999996e-01,5.3749999999999998e-01,1.9603423317999999e-01,4.5399049973954786e-01,-2.5795626655954784e-01,2.5795626655954784e-01
36,21,9.1249999999999998e-01,5.3749999999999998e-01,1.2954925815300000e-01,3.0901699437494773e-01,-1.7946773622194773e-01,1.7946773622194773e-01
37,21,9.3750000000000000e-01,5.3749999999999998e-01,5.9874350441599999e-02,1.5643446504023031e-01,-9.6560114598630314e-02,9.6560114598630314e-02
38,21,9.6250000000000002e-01,5.3749999999999998e-01,-1.1274862489400000e-02,-1.2246467991473532e-16,-1.1274862489399877e-02,1.1274862489399877e-02
39,21,9.8750000000000004e-01,5.3749999999999998e-01,-8.2146450886899994e-02,-1.5643446504023054e-01,7.4288014153330542e-02,7.4288014153330542e-02
0,22,1.2500000000000001e-02,5.6250000000000000e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
1,22,3.7499999999999999e-02,5.6250000000000000e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
2,22,6.2500000000000000e-02,5.6250000000000000e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
3,22,8.7499999999999994e-02,5.6250000000000000e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
4,22,1.1250000000000000e-01,5.6250000000000000e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
5,22,1.3750000000000001e-01,5.6250000000000000e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
6,22,1.6250000000000001e-01,5.6250000000000000e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
7,22,1.8750000000000000e-01,5.6250000000000000e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
8,22,2.1249999999999999e-01,5.6250000000000000e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
9,22,2.3749999999999999e-01,5.6250000000000000e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
10,22,2.6250000000000001e-01,5.6250000000000000e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
11,22,2.8749999999999998e-01,5.6250000000000000e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
12,22,3.1250000000000000e-01,5.6250000000000000e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
13,22,3.3750000000000002e-01,5.6250000000000000e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
14,22,3.6249999999999999e-01,5.6250000000000000e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
15,22,3.8750000000000001e-01,5.6250000000000000e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
16,22,4.1249999999999998e-01,5.6250000000000000e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
17,22,4.3750000000000000e-01,5.6250000000000000e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
18,22,4.6250000000000002e-01,5.6250000000000000e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
19,22,4.8749999999999999e-01,5.6250000000000000e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
20,22,5.1249999999999996e-01,5.6250000000000000e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
21,22,5.3749999999999998e-01,5.6250000000000000e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
22,22,5.6250000000000000e-01,5.6250000000000000e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
23,22,5.8750000000000002e-01,5.6250000000000000e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
24,22,6.1250000000000004e-01,5.6250000000000000e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
25,22,6.3749999999999996e-01,5.6250000000000000e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
26,22,6.6249999999999998e-01,5.6250000000000000e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
27,22,6.8750000000000000e-01,5.6250000000000000e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
28,22,7.1250000000000002e-01,5.6250000000000000e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
29,22,7.3750000000000004e-01,5.6250000000000000e-01,4.2822959228700003e-01,9.5105651629515353e-01,-5.2282692400815356e-01,5.2282692400815356e-01
30,22,7.6249999999999996e-01,5.6250000000000000e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
31,22,7.8749999999999998e-01,5.6250000000000000e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
32,22,8.1250000000000000e-01,5.6250000000000000e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
33,22,8.3750000000000002e-01,5.6250000000000000e-01,2.5769219478499999e-01,5.8778525229247336e-01,-3.3009305750747336e-01,3.3009305750747336e-01
34,22,8.6250000000000004e-01,5.6250000000000000e-01,1.9603423317999999e-01,4.5399049973954625e-01,-2.5795626655954629e-01,2.5795626655954629e-01
35,22,8.8749999999999996e-01,5.6250000000000000e-01,1.2954925815300000e-01,3.0901699437494773e-01,-1.7946773622194773e-01,1.7946773622194773e-01
36,22,9.1249999999999998e-01,5.6250000000000000e-01,5.9874350441599999e-02,1.5643446504023031e-01,-9.6560114598630314e-02,9.6560114598630314e-02
37,22,9.3750000000000000e-01,5.6250000000000000e-01,-1.1274862489400000e-02,-1.2246467991473532e-16,-1.1274862489399877e-02,1.1274862489399877e-02
38,22,9.6250000000000002e-01,5.6250000000000000e-01,-8.2146450886899994e-02,-1.5643446504023054e-01,7.4288014153330542e-02,7.4288014153330542e-02
39,22,9.8750000000000004e-01,5.6250000000000000e-01,-1.5099532103499999e-01,-3.0901699437494795e-01,1.5802167333994796e-01,1.5802167333994796e-01
0,23,1.2500000000000001e-02,5.8750000000000002e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
1,23,3.7499999999999999e-02,5.8750000000000002e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
2,23,6.2500000000000000e-02,5.8750000000000002e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
3,23,8.7499999999999994e-02,5.8750000000000002e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
4,23,1.1250000000000000e-01,5.8750000000000002e-01,-4.3519784052400001e-01,-9.5105651629515420e-01,5.1585867577115418e-01,5.1585867577115418e-01
5,23,1.3750000000000001e-01,5.8750000000000002e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
6,23,1.6250000000000001e-01,5.8750000000000002e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
7,23,1.8750000000000000e-01,5.8750000000000002e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
8,23,2.1249999999999999e-01,5.8750000000000002e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
9,23,2.3749999999999999e-01,5.8750000000000002e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
10,23,2.6250000000000001e-01,5.8750000000000002e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
11,23,2.8749999999999998e-01,5.8750000000000002e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
12,23,3.1250000000000000e-01,5.8750000000000002e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
13,23,3.3750000000000002e-01,5.8750000000000002e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
14,23,3.6249999999999999e-01,5.8750000000000002e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
15,23,3.8750000000000001e-01,5.8750000000000002e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
16,23,4.1249999999999998e-01,5.8750000000000002e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
17,23,4.3750000000000000e-01,5.8750000000000002e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
18,23,4.6250000000000002e-01,5.8750000000000002e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
19,23,4.8749999999999999e-01,5.8750000000000002e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
20,23,5.1249999999999996e-01,5.8750000000000002e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
21,23,5.3749999999999998e-01,5.8750000000000002e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
22,23,5.6250000000000000e-01,5.8750000000000002e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
23,23,5.8750000000000002e-01,5.8750000000000002e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
