i,j,x,y,numerical,exact,error,absError
22,14,5.6250000000000000e-01,3.6249999999999999e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
23,14,5.8750000000000002e-01,3.6249999999999999e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
24,14,6.1250000000000004e-01,3.6249999999999999e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
25,14,6.3749999999999996e-01,3.6249999999999999e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
26,14,6.6249999999999998e-01,3.6249999999999999e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
27,14,6.8750000000000000e-01,3.6249999999999999e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
28,14,7.1250000000000002e-01,3.6249999999999999e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
29,14,7.3750000000000004e-01,3.6249999999999999e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
30,14,7.6249999999999996e-01,3.6249999999999999e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
31,14,7.8749999999999998e-01,3.6249999999999999e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
32,14,8.1250000000000000e-01,3.6249999999999999e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
33,14,8.3750000000000002e-01,3.6249999999999999e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
34,14,8.6250000000000004e-01,3.6249999999999999e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
35,14,8.8749999999999996e-01,3.6249999999999999e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
36,14,9.1249999999999998e-01,3.6249999999999999e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
37,14,9.3750000000000000e-01,3.6249999999999999e-01,4.2822959228700003e-01,9.5105651629515353e-01,-5.2282692400815356e-01,5.2282692400815356e-01
38,14,9.6250000000000002e-01,3.6249999999999999e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
39,14,9.8750000000000004e-01,3.6249999999999999e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
0,15,1.2500000000000001e-02,3.8750000000000001e-01,2.5769219478499999e-01,5.8778525229247280e-01,-3.3009305750747281e-01,3.3009305750747281e-01
1,15,3.7499999999999999e-02,3.8750000000000001e-01,1.9603423317999999e-01,4.5399049973954564e-01,-2.5795626655954562e-01,2.5795626655954562e-01
2,15,6.2500000000000000e-02,3.8750000000000001e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
3,15,8.7499999999999994e-02,3.8750000000000001e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
4,15,1.1250000000000000e-01,3.8750000000000001e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
5,15,1.3750000000000001e-01,3.8750000000000001e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
6,15,1.6250000000000001e-01,3.8750000000000001e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
7,15,1.8750000000000000e-01,3.8750000000000001e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
8,15,2.1249999999999999e-01,3.8750000000000001e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
9,15,2.3749999999999999e-01,3.8750000000000001e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
10,15,2.6250000000000001e-01,3.8750000000000001e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
11,15,2.8749999999999998e-01,3.8750000000000001e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
12,15,3.1250000000000000e-01,3.8750000000000001e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
13,15,3.3750000000000002e-01,3.8750000000000001e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
14,15,3.6249999999999999e-01,3.8750000000000001e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
15,15,3.8750000000000001e-01,3.8750000000000001e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
16,15,4.1249999999999998e-01,3.8750000000000001e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
17,15,4.3750000000000000e-01,3.8750000000000001e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
18,15,4.6250000000000002e-01,3.8750000000000001e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
19,15,4.8749999999999999e-01,3.8750000000000001e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
20,15,5.1249999999999996e-01,3.8750000000000001e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
21,15,5.3749999999999998e-01,3.8750000000000001e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
22,15,5.6250000000000000e-01,3.8750000000000001e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
23,15,5.8750000000000002e-01,3.8750000000000001e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
24,15,6.1250000000000004e-01,3.8750000000000001e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
25,15,6.3749999999999996e-01,3.8750000000000001e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
26,15,6.6249999999999998e-01,3.8750000000000001e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
27,15,6.8750000000000000e-01,3.8750000000000001e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
28,15,7.1250000000000002e-01,3.8750000000000001e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
29,15,7.3750000000000004e-01,3.8750000000000001e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
30,15,7.6249999999999996e-01,3.8750000000000001e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
31,15,7.8749999999999998e-01,3.8750000000000001e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
32,15,8.1250000000000000e-01,3.8750000000000001e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
33,15,8.3750000000000002e-01,3.8750000000000001e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
34,15,8.6250000000000004e-01,3.8750000000000001e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
35,15,8.8749999999999996e-01,3.8750000000000001e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
36,15,9.1249999999999998e-01,3.8750000000000001e-01,4.2822959228700003e-01,9.5105651629515353e-01,-5.2282692400815356e-01,5.2282692400815356e-01
37,15,9.3750000000000000e-01,3.8750000000000001e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
38,15,9.6250000000000002e-01,3.8750000000000001e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
39,15,9.8750000000000004e-01,3.8750000000000001e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
0,16,1.2500000000000001e-02,4.1249999999999998e-01,1.9603423317999999e-01,4.5399049973954564e-01,-2.5795626655954562e-01,2.5795626655954562e-01
1,16,3.7499999999999999e-02,4.1249999999999998e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
2,16,6.2500000000000000e-02,4.1249999999999998e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
3,16,8.7499999999999994e-02,4.1249999999999998e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
4,16,1.1250000000000000e-01,4.1249999999999998e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
5,16,1.3750000000000001e-01,4.1249999999999998e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
6,16,1.6250000000000001e-01,4.1249999999999998e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
7,16,1.8750000000000000e-01,4.1249999999999998e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
8,16,2.1249999999999999e-01,4.1249999999999998e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
9,16,2.3749999999999999e-01,4.1249999999999998e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
10,16,2.6250000000000001e-01,4.1249999999999998e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
11,16,2.8749999999999998e-01,4.1249999999999998e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
12,16,3.1250000000000000e-01,4.1249999999999998e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
13,16,3.3750000000000002e-01,4.1249999999999998e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
14,16,3.6249999999999999e-01,4.1249999999999998e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
15,16,3.8750000000000001e-01,4.1249999999999998e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
16,16,4.1249999999999998e-01,4.1249999999999998e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
17,16,4.3750000000000000e-01,4.1249999999999998e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
18,16,4.6250000000000002e-01,4.1249999999999998e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
19,16,4.8749999999999999e-01,4.1249999999999998e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
20,16,5.1249999999999996e-01,4.1249999999999998e-01,-1.9603423317999999e-01,-4.5399049973954736e-01,2.5795626655954740e-01,2.5795626655954740e-01
21,16,5.3749999999999998e-01,4.1249999999999998e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
22,16,5.6250000000000000e-01,4.1249999999999998e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
23,16,5.8750000000000002e-01,4.1249999999999998e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
24,16,6.1250000000000004e-01,4.1249999999999998e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
25,16,6.3749999999999996e-01,4.1249999999999998e-01,1.5099532103499999e-01,3.0901699437494679e-01,-1.5802167333994679e-01,1.5802167333994679e-01
26,16,6.6249999999999998e-01,4.1249999999999998e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
27,16,6.8750000000000000e-01,4.1249999999999998e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
28,16,7.1250000000000002e-01,4.1249999999999998e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
29,16,7.3750000000000004e-01,4.1249999999999998e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
30,16,7.6249999999999996e-01,4.1249999999999998e-01,4.0957386404200002e-01,8.9100652418836757e-01,-4.8143266014636754e-01,4.8143266014636754e-01
31,16,7.8749999999999998e-01,4.1249999999999998e-01,4.3519784052400001e-01,9.5105651629515364e-01,-5.1585867577115363e-01,5.1585867577115363e-01
32,16,8.1250000000000000e-01,4.1249999999999998e-01,4.5010580183299997e-01,9.8768834059513788e-01,-5.3758253876213791e-01,5.3758253876213791e-01
33,16,8.3750000000000002e-01,4.1249999999999998e-01,4.5393066448600000e-01,1.0000000000000000e+00,-5.4606933551400005e-01,5.4606933551400005e-01
34,16,8.6250000000000004e-01,4.1249999999999998e-01,4.4657824766999998e-01,9.8768834059513788e-01,-5.4111009292513790e-01,5.4111009292513790e-01
35,16,8.8749999999999996e-01,4.1249999999999998e-01,4.2822959228700003e-01,9.5105651629515375e-01,-5.2282692400815378e-01,5.2282692400815378e-01
36,16,9.1249999999999998e-01,4.1249999999999998e-01,3.9933650313000002e-01,8.9100652418836779e-01,-4.9167002105836777e-01,4.9167002105836777e-01
37,16,9.3750000000000000e-01,4.1249999999999998e-01,3.6061042394400000e-01,8.0901699437494679e-01,-4.4840657043094678e-01,4.4840657043094678e-01
38,16,9.6250000000000002e-01,4.1249999999999998e-01,3.1300491932300001e-01,7.0710678118654746e-01,-3.9410186186354745e-01,3.9410186186354745e-01
39,16,9.8750000000000004e-01,4.1249999999999998e-01,2.5769219478499999e-01,5.8778525229247336e-01,-3.3009305750747336e-01,3.3009305750747336e-01
0,17,1.2500000000000001e-02,4.3750000000000000e-01,1.2954925815300000e-01,3.0901699437494706e-01,-1.7946773622194706e-01,1.7946773622194706e-01
1,17,3.7499999999999999e-02,4.3750000000000000e-01,5.9874350441599999e-02,1.5643446504022962e-01,-9.6560114598629621e-02,9.6560114598629621e-02
2,17,6.2500000000000000e-02,4.3750000000000000e-01,-1.1274862489400000e-02,-3.6739403974420594e-16,-1.1274862489399632e-02,1.1274862489399632e-02
3,17,8.7499999999999994e-02,4.3750000000000000e-01,-8.2146450886899994e-02,-1.5643446504023034e-01,7.4288014153330348e-02,7.4288014153330348e-02
4,17,1.1250000000000000e-01,4.3750000000000000e-01,-1.5099532103499999e-01,-3.0901699437494778e-01,1.5802167333994779e-01,1.5802167333994779e-01
5,17,1.3750000000000001e-01,4.3750000000000000e-01,-2.1612618525499999e-01,-4.5399049973954630e-01,2.3786431448454631e-01,2.3786431448454631e-01
6,17,1.6250000000000001e-01,4.3750000000000000e-01,-2.7593530551099998e-01,-5.8778525229247336e-01,3.1184994678147337e-01,3.1184994678147337e-01
7,17,1.8750000000000000e-01,4.3750000000000000e-01,-3.2894998276999998e-01,-7.0710678118654835e-01,3.7815679841654837e-01,3.7815679841654837e-01
8,17,2.1249999999999999e-01,4.3750000000000000e-01,-3.7386481973000002e-01,-8.0901699437494767e-01,4.3515217464494765e-01,4.3515217464494765e-01
9,17,2.3749999999999999e-01,4.3750000000000000e-01,-4.0957386404200002e-01,-8.9100652418836845e-01,4.8143266014636843e-01,4.8143266014636843e-01
10,17,2.6250000000000001e-01,4.3750000000000000e-01,-4.3519784052400001e-01,-9.5105651629515364e-01,5.1585867577115363e-01,5.1585867577115363e-01
11,17,2.8749999999999998e-01,4.3750000000000000e-01,-4.5010580183299997e-01,-9.8768834059513788e-01,5.3758253876213791e-01,5.3758253876213791e-01
12,17,3.1250000000000000e-01,4.3750000000000000e-01,-4.5393066448600000e-01,-1.0000000000000000e+00,5.4606933551400005e-01,5.4606933551400005e-01
13,17,3.3750000000000002e-01,4.3750000000000000e-01,-4.4657824766999998e-01,-9.8768834059513777e-01,5.4111009292513779e-01,5.4111009292513779e-01
14,17,3.6249999999999999e-01,4.3750000000000000e-01,-4.2822959228700003e-01,-9.5105651629515353e-01,5.2282692400815356e-01,5.2282692400815356e-01
15,17,3.8750000000000001e-01,4.3750000000000000e-01,-3.9933650313000002e-01,-8.9100652418836768e-01,4.9167002105836766e-01,4.9167002105836766e-01
16,17,4.1249999999999998e-01,4.3750000000000000e-01,-3.6061042394400000e-01,-8.0901699437494679e-01,4.4840657043094678e-01,4.4840657043094678e-01
17,17,4.3750000000000000e-01,4.3750000000000000e-01,-3.1300491932300001e-01,-7.0710678118654735e-01,3.9410186186354734e-01,3.9410186186354734e-01
18,17,4.6250000000000002e-01,4.3750000000000000e-01,-2.5769219478499999e-01,-5.8778525229247358e-01,3.3009305750747359e-01,3.3009305750747359e-01
19,17,4.8749999999999999e-01,4.3750000000000000e-01,-1.9603423317999999e-01,-4.5399049973954658e-01,2.5795626655954662e-01,2.5795626655954662e-01
20,17,5.1249999999999996e-01,4.3750000000000000e-01,-1.2954925815300000e-01,-3.0901699437494717e-01,1.7946773622194717e-01,1.7946773622194717e-01
21,17,5.3749999999999998e-01,4.3750000000000000e-01,-5.9874350441599999e-02,-1.5643446504022973e-01,9.6560114598629732e-02,9.6560114598629732e-02
22,17,5.6250000000000000e-01,4.3750000000000000e-01,1.1274862489400000e-02,2.4492935982947064e-16,1.1274862489399755e-02,1.1274862489399755e-02
23,17,5.8750000000000002e-01,4.3750000000000000e-01,8.2146450886899994e-02,1.5643446504023023e-01,-7.4288014153330237e-02,7.4288014153330237e-02
24,17,6.1250000000000004e-01,4.3750000000000000e-01,1.5099532103499999e-01,3.0901699437494762e-01,-1.5802167333994763e-01,1.5802167333994763e-01
25,17,6.3749999999999996e-01,4.3750000000000000e-01,2.1612618525499999e-01,4.5399049973954697e-01,-2.3786431448454698e-01,2.3786431448454698e-01
26,17,6.6249999999999998e-01,4.3750000000000000e-01,2.7593530551099998e-01,5.8778525229247403e-01,-3.1184994678147404e-01,3.1184994678147404e-01
27,17,6.8750000000000000e-01,4.3750000000000000e-01,3.2894998276999998e-01,7.0710678118654768e-01,-3.7815679841654770e-01,3.7815679841654770e-01
28,17,7.1250000000000002e-01,4.3750000000000000e-01,3.7386481973000002e-01,8.0901699437494701e-01,-4.3515217464494699e-01,4.3515217464494699e-01
29,17,7.3750000000000004e-01,4.3750000000000000e-01,4.0957386404200002e-01,8.9100652418836801e-01,-4.8143266014636799e-01,4.8143266014636799e-01
