cell,x,y,numerical,exact,error,absError
164,5.6250000000000001e-02,3.1250000000000000e-02,9.7987268554430895e-01,9.7968628509338762e-01,1.8640045092133128e-04,1.8640045092133128e-04
165,6.8750000000000006e-02,3.1250000000000000e-02,9.7224710614806553e-01,9.7206248662503991e-01,1.8461952302561979e-04,1.8461952302561979e-04
166,8.1250000000000003e-02,3.1250000000000000e-02,9.6312244103661016e-01,9.6293983825881091e-01,1.8260277779924561e-04,1.8260277779924561e-04
167,9.3750000000000000e-02,3.1250000000000000e-02,9.5251275179198291e-01,9.5233240645725858e-01,1.8034533472433001e-04,1.8034533472433001e-04
168,1.0625000000000001e-01,3.1250000000000000e-02,9.4043439164100040e-01,9.4025654711137907e-01,1.7784452962132935e-04,1.7784452962132935e-04
169,1.1875000000000001e-01,3.1250000000000000e-02,9.2690597968779553e-01,9.2673088032100759e-01,1.7509936678794524e-04,1.7509936678794524e-04
170,1.3125000000000001e-01,3.1250000000000000e-02,9.1194837184659250e-01,9.1177626168397541e-01,1.7211016261708956e-04,1.7211016261708956e-04
171,1.4375000000000002e-01,3.1250000000000000e-02,8.9558462844401998e-01,8.9541575013828811e-01,1.6887830573186768e-04,1.6887830573186768e-04
172,1.5625000000000000e-01,3.1250000000000000e-02,8.7783997849671314e-01,8.7767457240691604e-01,1.6540608979709326e-04,1.6540608979709326e-04
173,1.6875000000000001e-01,3.1250000000000000e-02,8.5874178069294616e-01,8.5858008410001441e-01,1.6169659293174821e-04,1.6169659293174821e-04
174,1.8125000000000002e-01,3.1250000000000000e-02,8.3831948112235632e-01,8.3816172753455642e-01,1.5775358779990256e-04,1.5775358779990256e-04
175,1.9375000000000001e-01,3.1250000000000000e-02,8.1660456780881907e-01,8.1645098633641400e-01,1.5358147240507325e-04,1.5358147240507325e-04
176,2.0625000000000002e-01,3.1250000000000000e-02,7.9363052211004215e-01,7.9348133689488887e-01,1.4918521515328020e-04,1.4918521515328020e-04
177,2.1875000000000000e-01,3.1250000000000000e-02,7.6943276705448571e-01,7.6928819674454640e-01,1.4457030993930697e-04,1.4457030993930697e-04
178,2.3125000000000001e-01,3.1250000000000000e-02,7.4404861269233180e-01,7.4390886995394467e-01,1.3974273838712747e-04,1.3974273838712747e-04
179,2.4375000000000002e-01,3.1250000000000000e-02,7.1751719854271745e-01,7.1738248960546425e-01,1.3470893725320288e-04,1.3470893725320288e-04
180,2.5625000000000003e-01,3.1250000000000000e-02,6.8987943322454037e-01,6.8974995745493251e-01,1.2947576960786744e-04,1.2947576960786744e-04
181,2.6874999999999999e-01,3.1250000000000000e-02,6.6117793136287140e-01,6.6105388086407935e-01,1.2405049879204988e-04,1.2405049879204988e-04
182,2.8125000000000000e-01,3.1250000000000000e-02,6.3145694786749929e-01,6.3133850710307493e-01,1.1844076442435458e-04,1.1844076442435458e-04
183,2.9375000000000001e-01,3.1250000000000000e-02,6.0076230968437394e-01,6.0064965512444535e-01,1.1265455992859330e-04,1.1265455992859330e-04
