i,j,x,y,initial,numerical,exact,error,absError
8,15,4.2499999999999999e-01,7.7500000000000002e-01,9.5105651629515353e-01,2.0154008926100000e-01,9.5105651629517041e-01,-7.4951642703417043e-01,7.4951642703417043e-01
9,15,4.7499999999999998e-01,7.7500000000000002e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
10,15,5.2500000000000002e-01,7.7500000000000002e-01,9.5105651629515364e-01,1.8885505026700000e-01,9.5105651629513654e-01,-7.6220146602813654e-01,7.6220146602813654e-01
11,15,5.7499999999999996e-01,7.7500000000000002e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
12,15,6.2500000000000000e-01,7.7500000000000002e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
13,15,6.7500000000000004e-01,7.7500000000000002e-01,3.0901699437494606e-01,4.3903267233899999e-02,3.0901699437489449e-01,-2.6511372714099452e-01,2.6511372714099452e-01
14,15,7.2499999999999998e-01,7.7500000000000002e-01,3.6739403974420594e-16,-2.0524824240000000e-02,-5.4745437491472437e-14,-2.0524824239945255e-02,2.0524824239945255e-02
15,15,7.7500000000000002e-01,7.7500000000000002e-01,-3.0901699437494706e-01,-8.2943802912400000e-02,-3.0901699437499947e-01,2.2607319146259947e-01,2.2607319146259947e-01
16,15,8.2499999999999996e-01,7.7500000000000002e-01,-5.8778525229247280e-01,-1.3724366425199999e-01,-5.8778525229251777e-01,4.5054158804051780e-01,4.5054158804051780e-01
17,15,8.7500000000000000e-01,7.7500000000000002e-01,-8.0901699437494723e-01,-1.7810915950199999e-01,-8.0901699437497909e-01,6.3090783487297908e-01,6.3090783487297908e-01
18,15,9.2500000000000004e-01,7.7500000000000002e-01,-9.5105651629515398e-01,-2.0154008926100000e-01,-9.5105651629517074e-01,7.4951642703417076e-01,7.4951642703417076e-01
19,15,9.7499999999999998e-01,7.7500000000000002e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
0,16,2.5000000000000001e-02,8.2499999999999996e-01,-8.0901699437494756e-01,-1.5398078151399999e-01,-8.0901699437491592e-01,6.5503621286091596e-01,6.5503621286091596e-01
1,16,7.4999999999999997e-02,8.2499999999999996e-01,-5.8778525229247403e-01,-1.0403380101900001e-01,-5.8778525229242906e-01,4.8375145127342906e-01,4.8375145127342906e-01
2,16,1.2500000000000000e-01,8.2499999999999996e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
3,16,1.7499999999999999e-01,8.2499999999999996e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
4,16,2.2500000000000001e-01,8.2499999999999996e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
5,16,2.7500000000000002e-01,8.2499999999999996e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
6,16,3.2500000000000001e-01,8.2499999999999996e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
7,16,3.7500000000000000e-01,8.2499999999999996e-01,9.5105651629515353e-01,2.0154008926100000e-01,9.5105651629517041e-01,-7.4951642703417043e-01,7.4951642703417043e-01
8,16,4.2499999999999999e-01,8.2499999999999996e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
9,16,4.7499999999999998e-01,8.2499999999999996e-01,9.5105651629515420e-01,1.8885505026700000e-01,9.5105651629513710e-01,-7.6220146602813710e-01,7.6220146602813710e-01
10,16,5.2500000000000002e-01,8.2499999999999996e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
11,16,5.7499999999999996e-01,8.2499999999999996e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
12,16,6.2500000000000000e-01,8.2499999999999996e-01,3.0901699437494778e-01,4.3903267233899999e-02,3.0901699437489577e-01,-2.6511372714099579e-01,2.6511372714099579e-01
13,16,6.7500000000000004e-01,8.2499999999999996e-01,3.6739403974420594e-16,-2.0524824240000000e-02,-5.4745437491472437e-14,-2.0524824239945255e-02,2.0524824239945255e-02
14,16,7.2499999999999998e-01,8.2499999999999996e-01,-3.0901699437494540e-01,-8.2943802912400000e-02,-3.0901699437499819e-01,2.2607319146259819e-01,2.2607319146259819e-01
15,16,7.7500000000000002e-01,8.2499999999999996e-01,-5.8778525229247280e-01,-1.3724366425199999e-01,-5.8778525229251777e-01,4.5054158804051780e-01,4.5054158804051780e-01
16,16,8.2499999999999996e-01,8.2499999999999996e-01,-8.0901699437494723e-01,-1.7810915950199999e-01,-8.0901699437497909e-01,6.3090783487297908e-01,6.3090783487297908e-01
17,16,8.7500000000000000e-01,8.2499999999999996e-01,-9.5105651629515342e-01,-2.0154008926100000e-01,-9.5105651629517030e-01,7.4951642703417032e-01,7.4951642703417032e-01
18,16,9.2500000000000004e-01,8.2499999999999996e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
19,16,9.7499999999999998e-01,8.2499999999999996e-01,-9.5105651629515431e-01,-1.8885505026700000e-01,-9.5105651629513710e-01,7.6220146602813710e-01,7.6220146602813710e-01
0,17,2.5000000000000001e-02,8.7500000000000000e-01,-5.8778525229247336e-01,-1.0403380101900001e-01,-5.8778525229242840e-01,4.8375145127342839e-01,4.8375145127342839e-01
1,17,7.4999999999999997e-02,8.7500000000000000e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
2,17,1.2500000000000000e-01,8.7500000000000000e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
3,17,1.7499999999999999e-01,8.7500000000000000e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
4,17,2.2500000000000001e-01,8.7500000000000000e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
5,17,2.7500000000000002e-01,8.7500000000000000e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
6,17,3.2500000000000001e-01,8.7500000000000000e-01,9.5105651629515353e-01,2.0154008926100000e-01,9.5105651629517041e-01,-7.4951642703417043e-01,7.4951642703417043e-01
7,17,3.7500000000000000e-01,8.7500000000000000e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
8,17,4.2499999999999999e-01,8.7500000000000000e-01,9.5105651629515364e-01,1.8885505026700000e-01,9.5105651629513654e-01,-7.6220146602813654e-01,7.6220146602813654e-01
9,17,4.7499999999999998e-01,8.7500000000000000e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
10,17,5.2500000000000002e-01,8.7500000000000000e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
11,17,5.7499999999999996e-01,8.7500000000000000e-01,3.0901699437494778e-01,4.3903267233899999e-02,3.0901699437489577e-01,-2.6511372714099579e-01,2.6511372714099579e-01
12,17,6.2500000000000000e-01,8.7500000000000000e-01,3.6739403974420594e-16,-2.0524824240000000e-02,-5.4745437491472437e-14,-2.0524824239945255e-02,2.0524824239945255e-02
13,17,6.7500000000000004e-01,8.7500000000000000e-01,-3.0901699437494706e-01,-8.2943802912400000e-02,-3.0901699437499947e-01,2.2607319146259947e-01,2.2607319146259947e-01
14,17,7.2499999999999998e-01,8.7500000000000000e-01,-5.8778525229247280e-01,-1.3724366425199999e-01,-5.8778525229251777e-01,4.5054158804051780e-01,4.5054158804051780e-01
15,17,7.7500000000000002e-01,8.7500000000000000e-01,-8.0901699437494723e-01,-1.7810915950199999e-01,-8.0901699437497909e-01,6.3090783487297908e-01,6.3090783487297908e-01
16,17,8.2499999999999996e-01,8.7500000000000000e-01,-9.5105651629515342e-01,-2.0154008926100000e-01,-9.5105651629517030e-01,7.4951642703417032e-01,7.4951642703417032e-01
17,17,8.7500000000000000e-01,8.7500000000000000e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
18,17,9.2500000000000004e-01,8.7500000000000000e-01,-9.5105651629515375e-01,-1.8885505026700000e-01,-9.5105651629513666e-01,7.6220146602813665e-01,7.6220146602813665e-01
19,17,9.7499999999999998e-01,8.7500000000000000e-01,-8.0901699437494767e-01,-1.5398078151399999e-01,-8.0901699437491514e-01,6.5503621286091518e-01,6.5503621286091518e-01
0,18,2.5000000000000001e-02,9.2500000000000004e-01,-3.0901699437494762e-01,-4.3903267233899999e-02,-3.0901699437489566e-01,2.6511372714099568e-01,2.6511372714099568e-01
1,18,7.4999999999999997e-02,9.2500000000000004e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
2,18,1.2500000000000000e-01,9.2500000000000004e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
3,18,1.7499999999999999e-01,9.2500000000000004e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
4,18,2.2500000000000001e-01,9.2500000000000004e-01,8.0901699437494778e-01,1.7810915950199999e-01,8.0901699437497987e-01,-6.3090783487297986e-01,6.3090783487297986e-01
5,18,2.7500000000000002e-01,9.2500000000000004e-01,9.5105651629515375e-01,2.0154008926100000e-01,9.5105651629517096e-01,-7.4951642703417098e-01,7.4951642703417098e-01
6,18,3.2500000000000001e-01,9.2500000000000004e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
7,18,3.7500000000000000e-01,9.2500000000000004e-01,9.5105651629515364e-01,1.8885505026700000e-01,9.5105651629513654e-01,-7.6220146602813654e-01,7.6220146602813654e-01
8,18,4.2499999999999999e-01,9.2500000000000004e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
9,18,4.7499999999999998e-01,9.2500000000000004e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
10,18,5.2500000000000002e-01,9.2500000000000004e-01,3.0901699437494606e-01,4.3903267233899999e-02,3.0901699437489449e-01,-2.6511372714099452e-01,2.6511372714099452e-01
11,18,5.7499999999999996e-01,9.2500000000000004e-01,3.6739403974420594e-16,-2.0524824240000000e-02,-5.4745437491472437e-14,-2.0524824239945255e-02,2.0524824239945255e-02
12,18,6.2500000000000000e-01,9.2500000000000004e-01,-3.0901699437494706e-01,-8.2943802912400000e-02,-3.0901699437499947e-01,2.2607319146259947e-01,2.2607319146259947e-01
13,18,6.7500000000000004e-01,9.2500000000000004e-01,-5.8778525229247280e-01,-1.3724366425199999e-01,-5.8778525229251777e-01,4.5054158804051780e-01,4.5054158804051780e-01
14,18,7.2499999999999998e-01,9.2500000000000004e-01,-8.0901699437494723e-01,-1.7810915950199999e-01,-8.0901699437497909e-01,6.3090783487297908e-01,6.3090783487297908e-01
15,18,7.7500000000000002e-01,9.2500000000000004e-01,-9.5105651629515398e-01,-2.0154008926100000e-01,-9.5105651629517074e-01,7.4951642703417076e-01,7.4951642703417076e-01
16,18,8.2499999999999996e-01,9.2500000000000004e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
17,18,8.7500000000000000e-01,9.2500000000000004e-01,-9.5105651629515375e-01,-1.8885505026700000e-01,-9.5105651629513666e-01,7.6220146602813665e-01,7.6220146602813665e-01
18,18,9.2500000000000004e-01,9.2500000000000004e-01,-8.0901699437494767e-01,-1.5398078151399999e-01,-8.0901699437491514e-01,6.5503621286091518e-01,6.5503621286091518e-01
19,18,9.7499999999999998e-01,9.2500000000000004e-01,-5.8778525229247347e-01,-1.0403380101900001e-01,-5.8778525229242951e-01,4.8375145127342950e-01,4.8375145127342950e-01
0,19,2.5000000000000001e-02,9.7499999999999998e-01,-2.4492935982947064e-16,2.0524824240000000e-02,5.4423812961537109e-14,2.0524824239945574e-02,2.0524824239945574e-02
1,19,7.4999999999999997e-02,9.7499999999999998e-01,3.0901699437494717e-01,8.2943802912400000e-02,3.0901699437500002e-01,-2.2607319146260002e-01,2.2607319146260002e-01
2,19,1.2500000000000000e-01,9.7499999999999998e-01,5.8778525229247358e-01,1.3724366425199999e-01,5.8778525229251788e-01,-4.5054158804051792e-01,4.5054158804051792e-01
3,19,1.7499999999999999e-01,9.7499999999999998e-01,8.0901699437494679e-01,1.7810915950199999e-01,8.0901699437497943e-01,-6.3090783487297941e-01,6.3090783487297941e-01
4,19,2.2500000000000001e-01,9.7499999999999998e-01,9.5105651629515353e-01,2.0154008926100000e-01,9.5105651629517041e-01,-7.4951642703417043e-01,7.4951642703417043e-01
5,19,2.7500000000000002e-01,9.7499999999999998e-01,1.0000000000000000e+00,2.0524287087000001e-01,1.0000000000000000e+00,-7.9475712912999996e-01,7.9475712912999996e-01
6,19,3.2500000000000001e-01,9.7499999999999998e-01,9.5105651629515364e-01,1.8885505026700000e-01,9.5105651629513654e-01,-7.6220146602813654e-01,7.6220146602813654e-01
7,19,3.7500000000000000e-01,9.7499999999999998e-01,8.0901699437494767e-01,1.5398078151399999e-01,8.0901699437491492e-01,-6.5503621286091496e-01,6.5503621286091496e-01
8,19,4.2499999999999999e-01,9.7499999999999998e-01,5.8778525229247336e-01,1.0403380101900001e-01,5.8778525229242951e-01,-4.8375145127342950e-01,4.8375145127342950e-01
9,19,4.7499999999999998e-01,9.7499999999999998e-01,3.0901699437494778e-01,4.3903267233899999e-02,3.0901699437489577e-01,-2.6511372714099579e-01,2.6511372714099579e-01
10,19,5.2500000000000002e-01,9.7499999999999998e-01,3.6739403974420594e-16,-2.0524824240000000e-02,-5.4745437491472437e-14,-2.0524824239945255e-02,2.0524824239945255e-02
11,19,5.7499999999999996e-01,9.7499999999999998e-01,-3.0901699437494540e-01,-8.2943802912400000e-02,-3.0901699437499819e-01,2.2607319146259819e-01,2.2607319146259819e-01
12,19,6.2500000000000000e-01,9.7499999999999998e-01,-5.8778525229247280e-01,-1.3724366425199999e-01,-5.8778525229251777e-01,4.5054158804051780e-01,4.5054158804051780e-01
13,19,6.7500000000000004e-01,9.7499999999999998e-01,-8.0901699437494723e-01,-1.7810915950199999e-01,-8.0901699437497909e-01,6.3090783487297908e-01,6.3090783487297908e-01
14,19,7.2499999999999998e-01,9.7499999999999998e-01,-9.5105651629515342e-01,-2.0154008926100000e-01,-9.5105651629517030e-01,7.4951642703417032e-01,7.4951642703417032e-01
15,19,7.7500000000000002e-01,9.7499999999999998e-01,-1.0000000000000000e+00,-2.0524287087000001e-01,-1.0000000000000000e+00,7.9475712912999996e-01,7.9475712912999996e-01
16,19,8.2499999999999996e-01,9.7499999999999998e-01,-9.5105651629515431e-01,-1.8885505026700000e-01,-9.5105651629513710e-01,7.6220146602813710e-01,7.6220146602813710e-01
17,19,8.7500000000000000e-01,9.7499999999999998e-01,-8.0901699437494767e-01,-1.5398078151399999e-01,-8.0901699437491514e-01,6.5503621286091518e-01,6.5503621286091518e-01
18,19,9.2500000000000004e-01,9.7499999999999998e-01,-5.8778525229247347e-01,-1.0403380101900001e-01,-5.8778525229242951e-01,4.8375145127342950e-01,4.8375145127342950e-01
19,19,9.7499999999999998e-01,9.7499999999999998e-01,-3.0901699437494790e-01,-4.3903267233899999e-02,-3.0901699437489594e-01,2.6511372714099596e-01,2.6511372714099596e-01
