cell,x,y,numerical,exact,error,absError
155,9.4375000000000009e-01,1.8750000000000003e-02,2.2917275808800001e-17,-1.1958244084288223e-35,2.2917275808800001e-17,2.2917275808800001e-17
156,9.5625000000000004e-01,1.8750000000000003e-02,2.2917275808800001e-17,-8.0133590371955617e-36,2.2917275808800001e-17,2.2917275808800001e-17
157,9.6875000000000000e-01,1.8750000000000003e-02,2.2917275808800001e-17,-4.0190689669263504e-36,2.2917275808800001e-17,2.2917275808800001e-17
158,9.8125000000000007e-01,1.8750000000000003e-02,2.2917275808800001e-17,1.2546512039781446e-50,2.2917275808800001e-17,2.2917275808800001e-17
159,9.9375000000000002e-01,1.8750000000000003e-02,2.2917275808800001e-17,4.0190689669263758e-36,2.2917275808800001e-17,2.2917275808800001e-17
160,6.2500000000000003e-03,3.1250000000000000e-02,2.2917275808800001e-17,1.1958244084288349e-35,2.2917275808800001e-17,2.2917275808800001e-17
161,1.8750000000000003e-02,3.1250000000000000e-02,2.2917275808800001e-17,1.5829402580081608e-35,2.2917275808800001e-17,2.2917275808800001e-17
162,3.1250000000000000e-02,3.1250000000000000e-02,2.2917275808800001e-17,1.9602967545158244e-35,2.2917275808800001e-17,2.2917275808800001e-17
163,4.3750000000000004e-02,3.1250000000000000e-02,2.2917275808800001e-17,2.3255673696670704e-35,2.2917275808800001e-17,2.2917275808800001e-17
164,5.6250000000000001e-02,3.1250000000000000e-02,2.2917275808800001e-17,2.6765000886547031e-35,2.2917275808800001e-17,2.2917275808800001e-17
165,6.8750000000000006e-02,3.1250000000000000e-02,2.2917275808800001e-17,3.0109312945691832e-35,2.2917275808800001e-17,2.2917275808800001e-17
166,8.1250000000000003e-02,3.1250000000000000e-02,2.2917275808800001e-17,3.3267991078163881e-35,2.2917275808800001e-17,2.2917275808800001e-17
167,9.3750000000000000e-02,3.1250000000000000e-02,2.2917275808800001e-17,3.6221560982909414e-35,2.2917275808800001e-17,2.2917275808800001e-17
168,1.0625000000000001e-01,3.1250000000000000e-02,2.2917275808800001e-17,3.8951812919303967e-35,2.2917275808800001e-17,2.2917275808800001e-17
169,1.1875000000000001e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.1441913976258879e-35,2.2917275808800001e-17,2.2917275808800001e-17
170,1.3125000000000001e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.3676511852715343e-35,2.2917275808800001e-17,2.2917275808800001e-17
171,1.4375000000000002e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.5641829509685789e-35,2.2917275808800001e-17,2.2917275808800001e-17
172,1.5625000000000000e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.7325750110280542e-35,2.2917275808800001e-17,2.2917275808800001e-17
173,1.6875000000000001e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.8717891724036582e-35,2.2917275808800001e-17,2.2917275808800001e-17
174,1.8125000000000002e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.9809671334970974e-35,2.2917275808800001e-17,2.2917275808800001e-17
175,1.9375000000000001e-01,3.1250000000000000e-02,2.2917275808800001e-17,5.0594357758728798e-35,2.2917275808800001e-17,2.2917275808800001e-17
176,2.0625000000000002e-01,3.1250000000000000e-02,2.2917275808800001e-17,5.1067113142572826e-35,2.2917275808800001e-17,2.2917275808800001e-17
177,2.1875000000000000e-01,3.1250000000000000e-02,2.2917275808800001e-17,5.1225022792354564e-35,2.2917275808800001e-17,2.2917275808800001e-17
178,2.3125000000000001e-01,3.1250000000000000e-02,2.2917275808800001e-17,5.1067113142572815e-35,2.2917275808800001e-17,2.2917275808800001e-17
179,2.4375000000000002e-01,3.1250000000000000e-02,2.2917275808800001e-17,5.0594357758728787e-35,2.2917275808800001e-17,2.2917275808800001e-17
180,2.5625000000000003e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.9809671334970952e-35,2.2917275808800001e-17,2.2917275808800001e-17
181,2.6874999999999999e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.8717891724036561e-35,2.2917275808800001e-17,2.2917275808800001e-17
182,2.8125000000000000e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.7325750110280526e-35,2.2917275808800001e-17,2.2917275808800001e-17
183,2.9375000000000001e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.5641829509685773e-35,2.2917275808800001e-17,2.2917275808800001e-17
184,3.0625000000000002e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.3676511852715317e-35,2.2917275808800001e-17,2.2917275808800001e-17
185,3.1875000000000003e-01,3.1250000000000000e-02,2.2917275808800001e-17,4.1441913976258858e-35,2.2917275808800001e-17,2.2917275808800001e-17
