i,j,x,y,initial,numerical,exact,error,absError
3,5,3.4999999999999998e-01,5.5000000000000004e-01,-5.8778525229247336e-01,-9.4972825171099999e-03,-5.8778525229247358e-01,5.7828796977536356e-01,5.7828796977536356e-01
4,5,4.5000000000000001e-01,5.5000000000000004e-01,-2.4492935982947064e-16,1.6798275986800001e-02,2.4492935982947064e-16,1.6798275986799754e-02,1.6798275986799754e-02
5,5,5.5000000000000004e-01,5.5000000000000004e-01,5.8778525229247358e-01,3.6677464016200000e-02,5.8778525229247403e-01,-5.5110778827627405e-01,5.5110778827627405e-01
6,5,6.5000000000000002e-01,5.5000000000000004e-01,9.5105651629515375e-01,4.2547107412500000e-02,9.5105651629515386e-01,-9.0850940888265386e-01,9.0850940888265386e-01
7,5,7.5000000000000000e-01,5.5000000000000004e-01,9.5105651629515364e-01,3.2165201900299999e-02,9.5105651629515353e-01,-9.1889131439485350e-01,9.1889131439485350e-01
8,5,8.4999999999999998e-01,5.5000000000000004e-01,5.8778525229247336e-01,9.4972825171099999e-03,5.8778525229247336e-01,-5.7828796977536334e-01,5.7828796977536334e-01
9,5,9.4999999999999996e-01,5.5000000000000004e-01,3.6739403974420594e-16,-1.6798275986800001e-02,-1.2246467991473532e-16,-1.6798275986799879e-02,1.6798275986799879e-02
0,6,5.0000000000000003e-02,6.5000000000000002e-01,-9.5105651629515353e-01,-4.2547107412500000e-02,-9.5105651629515420e-01,9.0850940888265419e-01,9.0850940888265419e-01
1,6,1.4999999999999999e-01,6.5000000000000002e-01,-9.5105651629515364e-01,-3.2165201900299999e-02,-9.5105651629515353e-01,9.1889131439485350e-01,9.1889131439485350e-01
2,6,2.5000000000000000e-01,6.5000000000000002e-01,-5.8778525229247336e-01,-9.4972825171099999e-03,-5.8778525229247358e-01,5.7828796977536356e-01,5.7828796977536356e-01
3,6,3.4999999999999998e-01,6.5000000000000002e-01,-2.4492935982947064e-16,1.6798275986800001e-02,2.4492935982947064e-16,1.6798275986799754e-02,1.6798275986799754e-02
4,6,4.5000000000000001e-01,6.5000000000000002e-01,5.8778525229247358e-01,3.6677464016200000e-02,5.8778525229247403e-01,-5.5110778827627405e-01,5.5110778827627405e-01
5,6,5.5000000000000004e-01,6.5000000000000002e-01,9.5105651629515375e-01,4.2547107412500000e-02,9.5105651629515386e-01,-9.0850940888265386e-01,9.0850940888265386e-01
6,6,6.5000000000000002e-01,6.5000000000000002e-01,9.5105651629515364e-01,3.2165201900299999e-02,9.5105651629515353e-01,-9.1889131439485350e-01,9.1889131439485350e-01
7,6,7.5000000000000000e-01,6.5000000000000002e-01,5.8778525229247336e-01,9.4972825171099999e-03,5.8778525229247336e-01,-5.7828796977536334e-01,5.7828796977536334e-01
8,6,8.4999999999999998e-01,6.5000000000000002e-01,3.6739403974420594e-16,-1.6798275986800001e-02,-1.2246467991473532e-16,-1.6798275986799879e-02,1.6798275986799879e-02
9,6,9.4999999999999996e-01,6.5000000000000002e-01,-5.8778525229247280e-01,-3.6677464016200000e-02,-5.8778525229247358e-01,5.5110778827627360e-01,5.5110778827627360e-01
0,7,5.0000000000000003e-02,7.5000000000000000e-01,-9.5105651629515364e-01,-3.2165201900299999e-02,-9.5105651629515353e-01,9.1889131439485350e-01,9.1889131439485350e-01
1,7,1.4999999999999999e-01,7.5000000000000000e-01,-5.8778525229247336e-01,-9.4972825171099999e-03,-5.8778525229247358e-01,5.7828796977536356e-01,5.7828796977536356e-01
2,7,2.5000000000000000e-01,7.5000000000000000e-01,-2.4492935982947064e-16,1.6798275986800001e-02,2.4492935982947064e-16,1.6798275986799754e-02,1.6798275986799754e-02
3,7,3.4999999999999998e-01,7.5000000000000000e-01,5.8778525229247358e-01,3.6677464016200000e-02,5.8778525229247403e-01,-5.5110778827627405e-01,5.5110778827627405e-01
4,7,4.5000000000000001e-01,7.5000000000000000e-01,9.5105651629515353e-01,4.2547107412500000e-02,9.5105651629515364e-01,-9.0850940888265364e-01,9.0850940888265364e-01
5,7,5.5000000000000004e-01,7.5000000000000000e-01,9.5105651629515364e-01,3.2165201900299999e-02,9.5105651629515353e-01,-9.1889131439485350e-01,9.1889131439485350e-01
6,7,6.5000000000000002e-01,7.5000000000000000e-01,5.8778525229247336e-01,9.4972825171099999e-03,5.8778525229247336e-01,-5.7828796977536334e-01,5.7828796977536334e-01
7,7,7.5000000000000000e-01,7.5000000000000000e-01,3.6739403974420594e-16,-1.6798275986800001e-02,-1.2246467991473532e-16,-1.6798275986799879e-02,1.6798275986799879e-02
8,7,8.4999999999999998e-01,7.5000000000000000e-01,-5.8778525229247280e-01,-3.6677464016200000e-02,-5.8778525229247358e-01,5.5110778827627360e-01,5.5110778827627360e-01
9,7,9.4999999999999996e-01,7.5000000000000000e-01,-9.5105651629515342e-01,-4.2547107412500000e-02,-9.5105651629515353e-01,9.0850940888265352e-01,9.0850940888265352e-01
0,8,5.0000000000000003e-02,8.4999999999999998e-01,-5.8778525229247336e-01,-9.4972825171099999e-03,-5.8778525229247358e-01,5.7828796977536356e-01,5.7828796977536356e-01
1,8,1.4999999999999999e-01,8.4999999999999998e-01,-2.4492935982947064e-16,1.6798275986800001e-02,2.4492935982947064e-16,1.6798275986799754e-02,1.6798275986799754e-02
2,8,2.5000000000000000e-01,8.4999999999999998e-01,5.8778525229247358e-01,3.6677464016200000e-02,5.8778525229247403e-01,-5.5110778827627405e-01,5.5110778827627405e-01
3,8,3.4999999999999998e-01,8.4999999999999998e-01,9.5105651629515353e-01,4.2547107412500000e-02,9.5105651629515364e-01,-9.0850940888265364e-01,9.0850940888265364e-01
4,8,4.5000000000000001e-01,8.4999999999999998e-01,9.5105651629515364e-01,3.2165201900299999e-02,9.5105651629515353e-01,-9.1889131439485350e-01,9.1889131439485350e-01
5,8,5.5000000000000004e-01,8.4999999999999998e-01,5.8778525229247336e-01,9.4972825171099999e-03,5.8778525229247336e-01,-5.7828796977536334e-01,5.7828796977536334e-01
6,8,6.5000000000000002e-01,8.4999999999999998e-01,3.6739403974420594e-16,-1.6798275986800001e-02,-1.2246467991473532e-16,-1.6798275986799879e-02,1.6798275986799879e-02
7,8,7.5000000000000000e-01,8.4999999999999998e-01,-5.8778525229247280e-01,-3.6677464016200000e-02,-5.8778525229247358e-01,5.5110778827627360e-01,5.5110778827627360e-01
8,8,8.4999999999999998e-01,8.4999999999999998e-01,-9.5105651629515342e-01,-4.2547107412500000e-02,-9.5105651629515353e-01,9.0850940888265352e-01,9.0850940888265352e-01
9,8,9.4999999999999996e-01,8.4999999999999998e-01,-9.5105651629515431e-01,-3.2165201900299999e-02,-9.5105651629515386e-01,9.1889131439485383e-01,9.1889131439485383e-01
0,9,5.0000000000000003e-02,9.4999999999999996e-01,-2.4492935982947064e-16,1.6798275986800001e-02,2.4492935982947064e-16,1.6798275986799754e-02,1.6798275986799754e-02
1,9,1.4999999999999999e-01,9.4999999999999996e-01,5.8778525229247214e-01,3.6677464016200000e-02,5.8778525229247258e-01,-5.5110778827627260e-01,5.5110778827627260e-01
2,9,2.5000000000000000e-01,9.4999999999999996e-01,9.5105651629515353e-01,4.2547107412500000e-02,9.5105651629515364e-01,-9.0850940888265364e-01,9.0850940888265364e-01
3,9,3.4999999999999998e-01,9.4999999999999996e-01,9.5105651629515420e-01,3.2165201900299999e-02,9.5105651629515375e-01,-9.1889131439485372e-01,9.1889131439485372e-01
4,9,4.5000000000000001e-01,9.4999999999999996e-01,5.8778525229247336e-01,9.4972825171099999e-03,5.8778525229247336e-01,-5.7828796977536334e-01,5.7828796977536334e-01
5,9,5.5000000000000004e-01,9.4999999999999996e-01,3.6739403974420594e-16,-1.6798275986800001e-02,-1.2246467991473532e-16,-1.6798275986799879e-02,1.6798275986799879e-02
6,9,6.5000000000000002e-01,9.4999999999999996e-01,-5.8778525229247280e-01,-3.6677464016200000e-02,-5.8778525229247358e-01,5.5110778827627360e-01,5.5110778827627360e-01
7,9,7.5000000000000000e-01,9.4999999999999996e-01,-9.5105651629515342e-01,-4.2547107412500000e-02,-9.5105651629515353e-01,9.0850940888265352e-01,9.0850940888265352e-01
8,9,8.4999999999999998e-01,9.4999999999999996e-01,-9.5105651629515431e-01,-3.2165201900299999e-02,-9.5105651629515386e-01,9.1889131439485383e-01,9.1889131439485383e-01
9,9,9.4999999999999996e-01,9.4999999999999996e-01,-5.8778525229247347e-01,-9.4972825171099999e-03,-5.8778525229247358e-01,5.7828796977536356e-01,5.7828796977536356e-01
