i,j,x,y,initial,numerical,change,absChange
25,0,2.5500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.7124436624500000e-02,1.7124436624500000e-02,1.7124436624500000e-02
26,0,2.6500000000000001e-01,5.0000000000000001e-03,0.0000000000000000e+00,2.0887294700599999e-02,2.0887294700599999e-02,2.0887294700599999e-02
27,0,2.7500000000000002e-01,5.0000000000000001e-03,0.0000000000000000e+00,2.5143226427800001e-02,2.5143226427800001e-02,2.5143226427800001e-02
28,0,2.8499999999999998e-01,5.0000000000000001e-03,0.0000000000000000e+00,2.9894385023599999e-02,2.9894385023599999e-02,2.9894385023599999e-02
29,0,2.9499999999999998e-01,5.0000000000000001e-03,0.0000000000000000e+00,3.5132048829000000e-02,3.5132048829000000e-02,3.5132048829000000e-02
30,0,3.0499999999999999e-01,5.0000000000000001e-03,0.0000000000000000e+00,4.0835792557900000e-02,4.0835792557900000e-02,4.0835792557900000e-02
31,0,3.1500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,4.6972918638000002e-02,4.6972918638000002e-02,4.6972918638000002e-02
32,0,3.2500000000000001e-01,5.0000000000000001e-03,0.0000000000000000e+00,5.3498188152700001e-02,5.3498188152700001e-02,5.3498188152700001e-02
33,0,3.3500000000000002e-01,5.0000000000000001e-03,0.0000000000000000e+00,6.0353887391599997e-02,6.0353887391599997e-02,6.0353887391599997e-02
34,0,3.4499999999999997e-01,5.0000000000000001e-03,0.0000000000000000e+00,6.7470259742899996e-02,6.7470259742899996e-02,6.7470259742899996e-02
35,0,3.5499999999999998e-01,5.0000000000000001e-03,0.0000000000000000e+00,7.4766323342899996e-02,7.4766323342899996e-02,7.4766323342899996e-02
36,0,3.6499999999999999e-01,5.0000000000000001e-03,0.0000000000000000e+00,8.2151082600700004e-02,8.2151082600700004e-02,8.2151082600700004e-02
37,0,3.7500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,8.9525126814599995e-02,8.9525126814599995e-02,8.9525126814599995e-02
38,0,3.8500000000000001e-01,5.0000000000000001e-03,0.0000000000000000e+00,9.6782592311900006e-02,9.6782592311900006e-02,9.6782592311900006e-02
39,0,3.9500000000000002e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.0381344681800000e-01,1.0381344681800000e-01,1.0381344681800000e-01
40,0,4.0500000000000003e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.1050603722900000e-01,1.1050603722900000e-01,1.1050603722900000e-01
41,0,4.1499999999999998e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.1674982585300001e-01,1.1674982585300001e-01,1.1674982585300001e-01
42,0,4.2499999999999999e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.2243822662200000e-01,1.2243822662200000e-01,1.2243822662200000e-01
43,0,4.3500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.2747144296400001e-01,1.2747144296400001e-01,1.2747144296400001e-01
44,0,4.4500000000000001e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.3175920366100000e-01,1.3175920366100000e-01,1.3175920366100000e-01
45,0,4.5500000000000002e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.3522329279299999e-01,1.3522329279299999e-01,1.3522329279299999e-01
46,0,4.6500000000000002e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.3779977501300000e-01,1.3779977501300000e-01,1.3779977501300000e-01
47,0,4.7499999999999998e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.3944082770300001e-01,1.3944082770300001e-01,1.3944082770300001e-01
48,0,4.8499999999999999e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.4011610666600000e-01,1.4011610666600000e-01,1.4011610666600000e-01
49,0,4.9500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.3981359099999999e-01,1.3981359099999999e-01,1.3981359099999999e-01
50,0,5.0500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.3747259658100000e-01,1.3747259658100000e-01,1.3747259658100000e-01
51,0,5.1500000000000001e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.3222002733200000e-01,1.3222002733200000e-01,1.3222002733200000e-01
52,0,5.2500000000000002e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.2445605574400000e-01,1.2445605574400000e-01,1.2445605574400000e-01
53,0,5.3500000000000003e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.1470583431799999e-01,1.1470583431799999e-01,1.1470583431799999e-01
54,0,5.4500000000000004e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.0356405362800000e-01,1.0356405362800000e-01,1.0356405362800000e-01
55,0,5.5500000000000005e-01,5.0000000000000001e-03,0.0000000000000000e+00,9.1639141966399995e-02,9.1639141966399995e-02,9.1639141966399995e-02
56,0,5.6499999999999995e-01,5.0000000000000001e-03,0.0000000000000000e+00,7.9503711129200003e-02,7.9503711129200003e-02,7.9503711129200003e-02
57,0,5.7499999999999996e-01,5.0000000000000001e-03,0.0000000000000000e+00,6.7655997516699998e-02,6.7655997516699998e-02,6.7655997516699998e-02
58,0,5.8499999999999996e-01,5.0000000000000001e-03,0.0000000000000000e+00,5.6494794018799997e-02,5.6494794018799997e-02,5.6494794018799997e-02
59,0,5.9499999999999997e-01,5.0000000000000001e-03,0.0000000000000000e+00,4.6308164441999998e-02,4.6308164441999998e-02,4.6308164441999998e-02
60,0,6.0499999999999998e-01,5.0000000000000001e-03,0.0000000000000000e+00,3.7274427144300001e-02,3.7274427144300001e-02,3.7274427144300001e-02
61,0,6.1499999999999999e-01,5.0000000000000001e-03,0.0000000000000000e+00,2.9472691076699999e-02,2.9472691076699999e-02,2.9472691076699999e-02
62,0,6.2500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,2.2899677133799999e-02,2.2899677133799999e-02,2.2899677133799999e-02
63,0,6.3500000000000001e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.7489587865699999e-02,1.7489587865699999e-02,1.7489587865699999e-02
64,0,6.4500000000000002e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.3134247254100000e-02,1.3134247254100000e-02,1.3134247254100000e-02
65,0,6.5500000000000003e-01,5.0000000000000001e-03,0.0000000000000000e+00,9.7014371117600008e-03,9.7014371117600008e-03,9.7014371117600008e-03
66,0,6.6500000000000004e-01,5.0000000000000001e-03,0.0000000000000000e+00,7.0501360922700001e-03,7.0501360922700001e-03,7.0501360922700001e-03
67,0,6.7500000000000004e-01,5.0000000000000001e-03,0.0000000000000000e+00,5.0420874658300002e-03,5.0420874658300002e-03,5.0420874658300002e-03
68,0,6.8500000000000005e-01,5.0000000000000001e-03,0.0000000000000000e+00,3.5496984585399998e-03,3.5496984585399998e-03,3.5496984585399998e-03
69,0,6.9499999999999995e-01,5.0000000000000001e-03,0.0000000000000000e+00,2.4606712622399999e-03,2.4606712622399999e-03,2.4606712622399999e-03
70,0,7.0499999999999996e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.6799868608699999e-03,1.6799868608699999e-03,1.6799868608699999e-03
71,0,7.1499999999999997e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.1299360926500001e-03,1.1299360926500001e-03,1.1299360926500001e-03
72,0,7.2499999999999998e-01,5.0000000000000001e-03,0.0000000000000000e+00,7.4885850052000004e-04,7.4885850052000004e-04,7.4885850052000004e-04
73,0,7.3499999999999999e-01,5.0000000000000001e-03,0.0000000000000000e+00,4.8915049329500005e-04,4.8915049329500005e-04,4.8915049329500005e-04
74,0,7.4500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,3.1497637006700001e-04,3.1497637006700001e-04,3.1497637006700001e-04
75,0,7.5500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.9998580486800001e-04,1.9998580486800001e-04,1.9998580486800001e-04
76,0,7.6500000000000001e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.2522650703299999e-04,1.2522650703299999e-04,1.2522650703299999e-04
77,0,7.7500000000000002e-01,5.0000000000000001e-03,0.0000000000000000e+00,7.7349369601400003e-05,7.7349369601400003e-05,7.7349369601400003e-05
78,0,7.8500000000000003e-01,5.0000000000000001e-03,0.0000000000000000e+00,4.7137405095800003e-05,4.7137405095800003e-05,4.7137405095800003e-05
79,0,7.9500000000000004e-01,5.0000000000000001e-03,0.0000000000000000e+00,2.8346893482300000e-05,2.8346893482300000e-05,2.8346893482300000e-05
80,0,8.0500000000000005e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.6825050412300001e-05,1.6825050412300001e-05,1.6825050412300001e-05
81,0,8.1499999999999995e-01,5.0000000000000001e-03,0.0000000000000000e+00,9.8581707419900006e-06,9.8581707419900006e-06,9.8581707419900006e-06
82,0,8.2499999999999996e-01,5.0000000000000001e-03,0.0000000000000000e+00,5.7029711105500004e-06,5.7029711105500004e-06,5.7029711105500004e-06
83,0,8.3499999999999996e-01,5.0000000000000001e-03,0.0000000000000000e+00,3.2579517001300002e-06,3.2579517001300002e-06,3.2579517001300002e-06
84,0,8.4499999999999997e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.8382244302800000e-06,1.8382244302800000e-06,1.8382244302800000e-06
85,0,8.5499999999999998e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.0245490215200000e-06,1.0245490215200000e-06,1.0245490215200000e-06
86,0,8.6499999999999999e-01,5.0000000000000001e-03,0.0000000000000000e+00,5.6417695873399999e-07,5.6417695873399999e-07,5.6417695873399999e-07
87,0,8.7500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,3.0698182889699998e-07,3.0698182889699998e-07,3.0698182889699998e-07
88,0,8.8500000000000001e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.6507806177900000e-07,1.6507806177900000e-07,1.6507806177900000e-07
89,0,8.9500000000000002e-01,5.0000000000000001e-03,0.0000000000000000e+00,8.7742186073599995e-08,8.7742186073599995e-08,8.7742186073599995e-08
90,0,9.0500000000000003e-01,5.0000000000000001e-03,0.0000000000000000e+00,4.6103236003099997e-08,4.6103236003099997e-08,4.6103236003099997e-08
91,0,9.1500000000000004e-01,5.0000000000000001e-03,0.0000000000000000e+00,2.3950700017599999e-08,2.3950700017599999e-08,2.3950700017599999e-08
92,0,9.2500000000000004e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.2303463423700000e-08,1.2303463423700000e-08,1.2303463423700000e-08
93,0,9.3500000000000005e-01,5.0000000000000001e-03,0.0000000000000000e+00,6.2505186867000000e-09,6.2505186867000000e-09,6.2505186867000000e-09
94,0,9.4499999999999995e-01,5.0000000000000001e-03,0.0000000000000000e+00,3.1407981629599999e-09,3.1407981629599999e-09,3.1407981629599999e-09
95,0,9.5499999999999996e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.5611829082100001e-09,1.5611829082100001e-09,1.5611829082100001e-09
96,0,9.6499999999999997e-01,5.0000000000000001e-03,0.0000000000000000e+00,7.6773365694900000e-10,7.6773365694900000e-10,7.6773365694900000e-10
97,0,9.7499999999999998e-01,5.0000000000000001e-03,0.0000000000000000e+00,3.7356178292899999e-10,3.7356178292899999e-10,3.7356178292899999e-10
98,0,9.8499999999999999e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.7987062059200000e-10,1.7987062059200000e-10,1.7987062059200000e-10
99,0,9.9500000000000000e-01,5.0000000000000001e-03,0.0000000000000000e+00,1.6354743629000000e-10,1.6354743629000000e-10,1.6354743629000000e-10
0,1,5.0000000000000001e-03,1.4999999999999999e-02,0.0000000000000000e+00,1.2616507814400000e-10,1.2616507814400000e-10,1.2616507814400000e-10
1,1,1.4999999999999999e-02,1.4999999999999999e-02,0.0000000000000000e+00,1.6780683301199999e-09,1.6780683301199999e-09,1.6780683301199999e-09
2,1,2.5000000000000001e-02,1.4999999999999999e-02,0.0000000000000000e+00,1.1613262636400001e-08,1.1613262636400001e-08,1.1613262636400001e-08
3,1,3.5000000000000003e-02,1.4999999999999999e-02,0.0000000000000000e+00,5.5738392167400000e-08,5.5738392167400000e-08,5.5738392167400000e-08
4,1,4.4999999999999998e-02,1.4999999999999999e-02,0.0000000000000000e+00,2.0863368864900000e-07,2.0863368864900000e-07,2.0863368864900000e-07
5,1,5.5000000000000000e-02,1.4999999999999999e-02,0.0000000000000000e+00,6.4934258721500002e-07,6.4934258721500002e-07,6.4934258721500002e-07
6,1,6.5000000000000002e-02,1.4999999999999999e-02,0.0000000000000000e+00,1.7495777806399999e-06,1.7495777806399999e-06,1.7495777806399999e-06
7,1,7.4999999999999997e-02,1.4999999999999999e-02,0.0000000000000000e+00,4.1952917702900002e-06,4.1952917702900002e-06,4.1952917702900002e-06
8,1,8.5000000000000006e-02,1.4999999999999999e-02,0.0000000000000000e+00,9.1341391591000005e-06,9.1341391591000005e-06,9.1341391591000005e-06
9,1,9.5000000000000001e-02,1.4999999999999999e-02,0.0000000000000000e+00,1.8332938958400001e-05,1.8332938958400001e-05,1.8332938958400001e-05
10,1,1.0500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.4323262483700001e-05,3.4323262483700001e-05,3.4323262483700001e-05
11,1,1.1500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,6.0511570570900000e-05,6.0511570570900000e-05,6.0511570570900000e-05
12,1,1.2500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.0123349743399999e-04,1.0123349743399999e-04,1.0123349743399999e-04
13,1,1.3500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.6173918748199999e-04,1.6173918748199999e-04,1.6173918748199999e-04
14,1,1.4499999999999999e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.4810628989700001e-04,2.4810628989700001e-04,2.4810628989700001e-04
15,1,1.5500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.6708711975100001e-04,3.6708711975100001e-04,3.6708711975100001e-04
16,1,1.6500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,5.2590458330700003e-04,5.2590458330700003e-04,5.2590458330700003e-04
17,1,1.7499999999999999e-01,1.4999999999999999e-02,0.0000000000000000e+00,7.3201634718100003e-04,7.3201634718100003e-04,7.3201634718100003e-04
18,1,1.8500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,9.9286787263799998e-04,9.9286787263799998e-04,9.9286787263799998e-04
19,1,1.9500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.3156526445800001e-03,1.3156526445800001e-03,1.3156526445800001e-03
20,1,2.0499999999999999e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.7070931367000001e-03,1.7070931367000001e-03,1.7070931367000001e-03
21,1,2.1500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.1732500278499999e-03,2.1732500278499999e-03,2.1732500278499999e-03
22,1,2.2500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.7193611869199999e-03,2.7193611869199999e-03,2.7193611869199999e-03
23,1,2.3499999999999999e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.3497070096900000e-03,3.3497070096900000e-03,3.3497070096900000e-03
24,1,2.4500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,4.0674954814899997e-03,4.0674954814899997e-03,4.0674954814899997e-03
25,1,2.5500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,4.8747591121799999e-03,4.8747591121799999e-03,4.8747591121799999e-03
26,1,2.6500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,5.7722565411700002e-03,5.7722565411700002e-03,5.7722565411700002e-03
27,1,2.7500000000000002e-01,1.4999999999999999e-02,0.0000000000000000e+00,6.7593737758100004e-03,6.7593737758100004e-03,6.7593737758100004e-03
28,1,2.8499999999999998e-01,1.4999999999999999e-02,0.0000000000000000e+00,7.8340231908600004e-03,7.8340231908600004e-03,7.8340231908600004e-03
29,1,2.9499999999999998e-01,1.4999999999999999e-02,0.0000000000000000e+00,8.9925420166699997e-03,8.9925420166699997e-03,8.9925420166699997e-03
30,1,3.0499999999999999e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.0229595549800000e-02,1.0229595549800000e-02,1.0229595549800000e-02
31,1,3.1500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.1538093287900000e-02,1.1538093287900000e-02,1.1538093287900000e-02
32,1,3.2500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.2909128293700001e-02,1.2909128293700001e-02,1.2909128293700001e-02
33,1,3.3500000000000002e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.4331951122099999e-02,1.4331951122099999e-02,1.4331951122099999e-02
34,1,3.4499999999999997e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.5793989517999998e-02,1.5793989517999998e-02,1.5793989517999998e-02
35,1,3.5499999999999998e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.7280923820300002e-02,1.7280923820300002e-02,1.7280923820300002e-02
36,1,3.6499999999999999e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.8776825707800000e-02,1.8776825707800000e-02,1.8776825707800000e-02
37,1,3.7500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.0264364764900001e-02,2.0264364764900001e-02,2.0264364764900001e-02
38,1,3.8500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.1725083573000001e-02,2.1725083573000001e-02,2.1725083573000001e-02
39,1,3.9500000000000002e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.3139737918499999e-02,2.3139737918499999e-02,2.3139737918499999e-02
40,1,4.0500000000000003e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.4488694532800000e-02,2.4488694532800000e-02,2.4488694532800000e-02
41,1,4.1499999999999998e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.5752374857500000e-02,2.5752374857500000e-02,2.5752374857500000e-02
42,1,4.2499999999999999e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.6911729911899999e-02,2.6911729911899999e-02,2.6911729911899999e-02
43,1,4.3500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.7948728694299999e-02,2.7948728694299999e-02,2.7948728694299999e-02
44,1,4.4500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.8846840848800001e-02,2.8846840848800001e-02,2.8846840848800001e-02
45,1,4.5500000000000002e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.9591493716800001e-02,2.9591493716800001e-02,2.9591493716800001e-02
46,1,4.6500000000000002e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.0170484412000001e-02,3.0170484412000001e-02,3.0170484412000001e-02
47,1,4.7499999999999998e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.0574329196800001e-02,3.0574329196800001e-02,3.0574329196800001e-02
48,1,4.8499999999999999e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.0796535093100000e-02,3.0796535093100000e-02,3.0796535093100000e-02
49,1,4.9500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.0833782169099998e-02,3.0833782169099998e-02,3.0833782169099998e-02
50,1,5.0500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.1816528631100002e-02,3.1816528631100002e-02,3.1816528631100002e-02
51,1,5.1500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.4608287134799999e-02,3.4608287134799999e-02,3.4608287134799999e-02
52,1,5.2500000000000002e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.8648462986500001e-02,3.8648462986500001e-02,3.8648462986500001e-02
53,1,5.3500000000000003e-01,1.4999999999999999e-02,0.0000000000000000e+00,4.3236217558000001e-02,4.3236217558000001e-02,4.3236217558000001e-02
54,1,5.4500000000000004e-01,1.4999999999999999e-02,0.0000000000000000e+00,4.7647802095199997e-02,4.7647802095199997e-02,4.7647802095199997e-02
55,1,5.5500000000000005e-01,1.4999999999999999e-02,0.0000000000000000e+00,5.1242644196199998e-02,5.1242644196199998e-02,5.1242644196199998e-02
56,1,5.6499999999999995e-01,1.4999999999999999e-02,0.0000000000000000e+00,5.3541879052299998e-02,5.3541879052299998e-02,5.3541879052299998e-02
57,1,5.7499999999999996e-01,1.4999999999999999e-02,0.0000000000000000e+00,5.4270720949100001e-02,5.4270720949100001e-02,5.4270720949100001e-02
58,1,5.8499999999999996e-01,1.4999999999999999e-02,0.0000000000000000e+00,5.3364069503899998e-02,5.3364069503899998e-02,5.3364069503899998e-02
59,1,5.9499999999999997e-01,1.4999999999999999e-02,0.0000000000000000e+00,5.0941304984599999e-02,5.0941304984599999e-02,5.0941304984599999e-02
60,1,6.0499999999999998e-01,1.4999999999999999e-02,0.0000000000000000e+00,4.7260301529600000e-02,4.7260301529600000e-02,4.7260301529600000e-02
61,1,6.1499999999999999e-01,1.4999999999999999e-02,0.0000000000000000e+00,4.2662008801300000e-02,4.2662008801300000e-02,4.2662008801300000e-02
62,1,6.2500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.7515908582199997e-02,3.7515908582199997e-02,3.7515908582199997e-02
63,1,6.3500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.2174031920900001e-02,3.2174031920900001e-02,3.2174031920900001e-02
64,1,6.4500000000000002e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.6937933366600001e-02,2.6937933366600001e-02,2.6937933366600001e-02
65,1,6.5500000000000003e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.2039858007300000e-02,2.2039858007300000e-02,2.2039858007300000e-02
66,1,6.6500000000000004e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.7636848986600000e-02,1.7636848986600000e-02,1.7636848986600000e-02
67,1,6.7500000000000004e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.3814980036400000e-02,1.3814980036400000e-02,1.3814980036400000e-02
68,1,6.8500000000000005e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.0600256305499999e-02,1.0600256305499999e-02,1.0600256305499999e-02
69,1,6.9499999999999995e-01,1.4999999999999999e-02,0.0000000000000000e+00,7.9728307560399999e-03,7.9728307560399999e-03,7.9728307560399999e-03
70,1,7.0499999999999996e-01,1.4999999999999999e-02,0.0000000000000000e+00,5.8817747196799998e-03,5.8817747196799998e-03,5.8817747196799998e-03
71,1,7.1499999999999997e-01,1.4999999999999999e-02,0.0000000000000000e+00,4.2584590096499996e-03,4.2584590096499996e-03,4.2584590096499996e-03
72,1,7.2499999999999998e-01,1.4999999999999999e-02,0.0000000000000000e+00,3.0274343144899999e-03,3.0274343144899999e-03,3.0274343144899999e-03
73,1,7.3499999999999999e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.1144066316800001e-03,2.1144066316800001e-03,2.1144066316800001e-03
74,1,7.4500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.4514176862100000e-03,1.4514176862100000e-03,1.4514176862100000e-03
75,1,7.5500000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,9.7965201539100002e-04,9.7965201539100002e-04,9.7965201539100002e-04
76,1,7.6500000000000001e-01,1.4999999999999999e-02,0.0000000000000000e+00,6.5042975379399999e-04,6.5042975379399999e-04,6.5042975379399999e-04
77,1,7.7500000000000002e-01,1.4999999999999999e-02,0.0000000000000000e+00,4.2495320986399998e-04,4.2495320986399998e-04,4.2495320986399998e-04
78,1,7.8500000000000003e-01,1.4999999999999999e-02,0.0000000000000000e+00,2.7330491458399999e-04,2.7330491458399999e-04,2.7330491458399999e-04
79,1,7.9500000000000004e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.7308690396500000e-04,1.7308690396500000e-04,1.7308690396500000e-04
80,1,8.0500000000000005e-01,1.4999999999999999e-02,0.0000000000000000e+00,1.0797629372600000e-04,1.0797629372600000e-04,1.0797629372600000e-04
81,1,8.1499999999999995e-01,1.4999999999999999e-02,0.0000000000000000e+00,6.6369711887000006e-05,6.6369711887000006e-05,6.6369711887000006e-05
82,1,8.2499999999999996e-01,1.4999999999999999e-02,0.0000000000000000e+00,4.0207967970800001e-05,4.0207967970800001e-05,4.0207967970800001e-05
